AGNO,RBD,DGV_RBD,NOM_RBD,COD_COM_RBD,NOM_COM_RBD,COD_DEPE,RURAL_RBD,ESTADO_ESTAB,N_ASIS,N_HOMBRES,N_MUJERES,N_PROF,N_PARA,N_AUX,N_ADMIN,N_TEC,N_SIN_DATO,JORN_PROF,JORN_PARA,JORN_AUX,JORN_ADMIN,JORN_TEC,JORN_SIN_DATO,TOT_JORN
2019,6515,3,ESCUELA CATRIPULLI,9102,CARAHUE,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6518,8,ESCUELA BASICA EL MANZANO,9102,CARAHUE,6,1,1,2,2,0,0,1,1,0,0,0,0,8,44,0,0,0,52
2019,6519,6,ESCUELA BASICA QUILLEN,9102,CARAHUE,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6521,8,ESCUELA BASICA CAMARONES,9102,CARAHUE,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6522,6,ESCUELA BASICA PUYANGUE,9102,CARAHUE,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6523,4,ESCUELA BASICA CHOMIO,9102,CARAHUE,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6524,2,ESCUELA CULLINCO,9102,CARAHUE,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6525,0,ESC. BASICA CARLOS PALMA LAFUENTE,9102,CARAHUE,6,1,1,1,0,1,1,0,0,0,0,0,4,0,0,0,0,0,4
2019,6526,9,ESCUELA BASICA EL PERAL,9102,CARAHUE,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6527,7,ESCUELA BASICA ALTO YUPEHUE,9102,CARAHUE,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6528,5,ESCUELA BASICA BAJO YUPEHUE,9102,CARAHUE,6,1,1,7,2,5,4,1,2,0,0,0,72,44,78,0,0,0,194
2019,6529,3,ESCUELA BASICA MATTE Y SANCHEZ,9102,CARAHUE,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6530,7,ESC. BASICA PROF.GUILLERMO SALGADO CARRILLO,9102,CARAHUE,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6535,8,ESCUELA BASICA LOS LAURELES,9102,CARAHUE,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6536,6,ESCUELA AMULEY,9102,CARAHUE,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6539,0,ESCUELA BASICA COI COI,9102,CARAHUE,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6540,4,ESCUELA BASICA COLICO,9102,CARAHUE,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6585,4,LICEO LUIS GONZALEZ VASQUEZ,9111,NUEVA IMPERIAL,6,0,1,76,34,42,17,35,24,0,0,0,687,1197,1042,0,0,0,2926
2019,6587,0,ESCUELA ALEJANDRO GOROSTIAGA,9111,NUEVA IMPERIAL,6,0,1,51,17,34,15,33,3,0,0,0,610,1322,132,0,0,0,2064
2019,6588,9,ESCUELA REPUBLICA,9111,NUEVA IMPERIAL,6,0,1,33,12,21,10,13,10,0,0,0,377,561,410,0,0,0,1348
2019,6589,7,ESCUELA JUAN XXIII,9111,NUEVA IMPERIAL,6,0,1,28,16,12,4,17,6,0,0,1,146,570,264,0,0,0,980
2019,6590,0,ESC. ESP.RET.MENTAL AVANCEMOS JUNTOS,9111,NUEVA IMPERIAL,6,0,1,27,6,21,3,20,4,0,0,0,74,746,176,0,0,0,996
2019,6591,9,FEDERICO GARC-A LORCA,9111,NUEVA IMPERIAL,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6593,5,ESCUELA BASICA EL CRUCERO,9111,NUEVA IMPERIAL,6,1,1,9,0,9,2,5,2,0,0,0,76,184,88,0,0,0,348
2019,6597,8,ESCUELA BASIC RAYEN MAPU,9111,NUEVA IMPERIAL,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6600,1,ESCUELA EL COPIHUAL,9111,NUEVA IMPERIAL,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6602,8,ESCUELA BASICA CATRIANCHE,9111,NUEVA IMPERIAL,6,1,1,2,0,2,0,2,0,0,0,0,0,34,0,0,0,0,34
2019,6605,2,ESC.BASICA RAYEN MAHUIDA,9111,NUEVA IMPERIAL,6,1,1,2,0,2,2,0,0,0,0,0,24,0,0,0,0,0,24
2019,6608,7,ESC. BASICA LA ARAUCARIA,9111,NUEVA IMPERIAL,6,1,1,4,0,4,2,1,1,0,0,0,32,5,38,0,0,0,75
2019,6610,9,ESC. BASICA SANTOS COLLIPAL,9111,NUEVA IMPERIAL,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6611,7,ESC. BASICA CHIVILCOYAN,9111,NUEVA IMPERIAL,6,1,1,3,0,3,0,3,0,0,0,0,0,81,0,0,0,0,81
2019,6614,1,ESC. BASICA CINCO MANZANOS,9111,NUEVA IMPERIAL,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6618,4,ESC. BASICA SAN MANUEL,9111,NUEVA IMPERIAL,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6623,0,ESCUELA ARENAS BLANCAS,9111,NUEVA IMPERIAL,6,1,1,3,0,3,2,1,0,0,0,0,16,38,0,0,0,0,54
2019,6625,7,ESC. BASICA LOS CANELOS,9111,NUEVA IMPERIAL,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6628,1,ESC. BASICA LIFKO,9111,NUEVA IMPERIAL,6,1,1,2,0,2,2,0,0,0,0,0,16,0,0,0,0,0,16
2019,6633,8,ESC. BASICA SANTA MARIA DE BOROA,9111,NUEVA IMPERIAL,6,1,1,6,1,5,2,4,0,0,0,0,32,86,0,0,0,0,118
2019,6635,4,ESC. BASICA LOS ROBLES,9111,NUEVA IMPERIAL,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6639,7,ESCUELA BASICA MANIO DUCANAN,9111,NUEVA IMPERIAL,6,1,1,6,2,4,2,4,0,0,0,0,13,95,0,0,0,0,108
2019,12366,8,ESCUELA ESPECIAL ARCO IRIS,9102,CARAHUE,6,0,1,28,5,23,6,16,6,0,0,0,236,688,264,0,0,0,1188
2019,19986,9,ESCUELA BASICA MUNICIPAL EL MAITEN,9111,NUEVA IMPERIAL,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,20053,0,LICEO TECNICO PROFESIONAL HUALPIN,9117,TEODORO SCHMIDT,6,1,1,6,2,4,0,4,2,0,0,0,0,176,88,0,0,0,264
2019,20248,7,LICEO MUNICIPAL TROVOLHUE,9102,CARAHUE,6,0,1,18,9,9,3,11,4,0,0,0,106,484,176,0,0,0,766
