AGNO,RBD,DGV_RBD,NOM_RBD,COD_COM_RBD,NOM_COM_RBD,RURAL_RBD,ESTADO_ESTAB,DC_A,HH_A,DC_UTP,HH_UTP,DC_PDIR,HH_PDIR,DC_DIR,HH_DIR,DC_OES,HH_OES,DC_OF,HH_OF,DC_JUTP,HH_JUTP,DC_IG,HH_IG,DC_OR,HH_OR,DC_DIR_SOST,HH_DIR_SOST,DC_TP_SOST,HH_TP_SOST,DC_SUP_SOST,HH_SUP_SOST,DC_SUBDIR,HH_SUBDIR,DC_PROF_ENC,HH_PROF_ENC,DC_EDUC_TRAD,HH_EDUC_TRAD,DC_TOT,HH_TOT
2020,6457,2,ESC. BASICA AUGUSTO WINTER TAPIA,9116,SAAVEDRA,0,1,16,666,0,0,0,0,1,44,2,88,0,0,1,40,1,44,1,42,0,0,0,0,0,0,0,0,0,0,0,0,22,924
2020,6458,0,ESCUELA BASICA CALOF,9116,SAAVEDRA,1,1,9,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,10,367
2020,6459,9,ESC. BASICA ANTONIO LADINO,9116,SAAVEDRA,1,1,9,336,0,0,0,0,0,0,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,11,423
2020,6495,5,ESCUELA RUCA RAQUI,9116,SAAVEDRA,1,1,10,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,11,408
2020,6497,1,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,0,1,52,2120,1,44,0,0,1,44,1,44,0,0,1,44,1,44,0,0,1,44,0,0,0,0,0,0,0,0,0,0,58,2384
2020,6499,8,ROMILIO ADRIAZOLA,9102,CARAHUE,0,1,21,820,0,0,0,0,1,44,2,82,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,990
2020,6500,5,COMPLEJO EDUCACIONAL DARÍO SALAS,9102,CARAHUE,0,1,80,3168,3,132,1,44,1,44,2,77,0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,88,3509
2020,6501,3,ESCUELA BASICA KIM RUKA,9102,CARAHUE,0,1,45,1786,0,0,0,0,1,44,5,206,0,0,1,44,2,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2168
2020,6502,1,ESCUELA BASICA NEHUENTUE,9102,CARAHUE,0,1,18,701,0,0,0,0,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,1,44,0,0,0,0,21,833
2020,6504,8,ESCUELA TRANAPUENTE,9102,CARAHUE,1,1,20,749,0,0,0,0,0,0,1,38,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,23,875
2020,6505,6,ESCUELA BASICA EL CIRCO,9102,CARAHUE,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6506,4,ESCUELA MUNICIPAL DINAMARCA,9102,CARAHUE,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,2,52
2020,6509,9,ESCUELA BASICA SANTA CELIA,9102,CARAHUE,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6510,2,ESCUELA BASICA PAILACOYAN,9102,CARAHUE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,1,8,2,51
2020,6512,9,ESCUELA VILLA LAS ARAUCARIAS,9102,CARAHUE,1,1,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,2,87
2020,6514,5,ESCUELA QUIRIPIO,9102,CARAHUE,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6515,3,ESCUELA CATRIPULLI,9102,CARAHUE,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,2,51
2020,6518,8,ESCUELA BASICA EL MANZANO,9102,CARAHUE,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,2,51
2020,6519,6,ESCUELA BASICA QUILLEN,9102,CARAHUE,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6521,8,ESCUELA BASICA CAMARONES,9102,CARAHUE,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,2,53
2020,6522,6,ESCUELA BASICA PUYANGUE,9102,CARAHUE,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,2,52
2020,6523,4,ESCUELA BASICA CHOMIO,9102,CARAHUE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,1,43
2020,6524,2,ESCUELA CULLINCO,9102,CARAHUE,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,2,51
2020,6525,0,ESC. BASICA CARLOS PALMA LAFUENTE,9102,CARAHUE,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,2,52
2020,6526,9,ESCUELA BASICA EL PERAL,9102,CARAHUE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,1,43
2020,6527,7,ESCUELA BASICA ALTO YUPEHUE,9102,CARAHUE,1,1,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,2,86
2020,6528,5,ESCUELA BASICA BAJO YUPEHUE,9102,CARAHUE,1,1,4,176,0,0,0,0,0,0,3,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,8,316
2020,6529,3,ESCUELA BASICA MATTE Y SANCHEZ,9102,CARAHUE,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,2,51
2020,6530,7,ESC. BASICA PROF.GUILLERMO SALGADO CARRILLO,9102,CARAHUE,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6535,8,ESCUELA BASICA LOS LAURELES,9102,CARAHUE,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6536,6,ESCUELA AMULEY,9102,CARAHUE,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6539,0,ESCUELA BASICA COI COI,9102,CARAHUE,1,1,2,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,3,96
2020,6540,4,ESCUELA BASICA COLICO,9102,CARAHUE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6585,4,LICEO BICENTENARIO LUIS GONZALEZ VASQUEZ 6585-4,9111,NUEVA IMPERIAL,0,1,55,2186,0,0,2,88,1,44,1,44,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2406
2020,6587,0,ESCUELA ALEJANDRO GOROSTIAGA,9111,NUEVA IMPERIAL,0,1,37,1440,0,0,0,0,1,44,0,0,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1572
2020,6588,9,ESCUELA REPUBLICA,9111,NUEVA IMPERIAL,0,1,19,683,0,0,0,0,1,44,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,815
2020,6589,7,ESCUELA JUAN XXIII,9111,NUEVA IMPERIAL,0,1,20,752,0,0,0,0,1,44,3,85,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,925
2020,6590,0,ESC. ESP.RET.MENTAL AVANCEMOS JUNTOS,9111,NUEVA IMPERIAL,0,1,8,317,0,0,0,0,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,405
2020,6591,9,FEDERICO GARC-A LORCA,9111,NUEVA IMPERIAL,0,1,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,2,84
2020,6593,5,ESCUELA BASICA EL CRUCERO,9111,NUEVA IMPERIAL,1,1,10,387,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,12,449
2020,6597,8,ESCUELA BASIC RAYEN MAPU,9111,NUEVA IMPERIAL,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6600,1,ESCUELA EL COPIHUAL,9111,NUEVA IMPERIAL,1,1,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,0,0,2,82
2020,6602,8,ESCUELA BASICA CATRIANCHE,9111,NUEVA IMPERIAL,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,2,51
2020,6605,2,ESC.BASICA RAYEN MAHUIDA,9111,NUEVA IMPERIAL,1,1,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,3,70
2020,6608,7,ESC. BASICA LA ARAUCARIA,9111,NUEVA IMPERIAL,1,1,3,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,4,151
2020,6610,9,ESC. BASICA SANTOS COLLIPAL,9111,NUEVA IMPERIAL,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6611,7,ESC. BASICA CHIVILCOYAN,9111,NUEVA IMPERIAL,1,1,1,43,0,0,0,0,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,86
2020,6614,1,ESC. BASICA CINCO MANZANOS,9111,NUEVA IMPERIAL,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6618,4,ESC. BASICA SAN MANUEL,9111,NUEVA IMPERIAL,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,6623,0,ESCUELA ARENAS BLANCAS,9111,NUEVA IMPERIAL,1,1,3,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,4,114
2020,6625,7,ESC. BASICA LOS CANELOS,9111,NUEVA IMPERIAL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,1,44
2020,6628,1,ESC. BASICA LIFKO,9111,NUEVA IMPERIAL,1,1,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,3,70
2020,6633,8,ESC. BASICA SANTA MARIA DE BOROA,9111,NUEVA IMPERIAL,1,1,5,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,6,170
2020,6635,4,ESC. BASICA LOS ROBLES,9111,NUEVA IMPERIAL,1,1,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,2,75
2020,6639,7,ESCUELA BASICA MANIO DUCANAN,9111,NUEVA IMPERIAL,1,1,5,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,6,171
2020,12366,8,ESCUELA ESPECIAL ARCO IRIS,9102,CARAHUE,0,1,13,522,0,0,0,0,0,0,0,0,0,0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,15,606
2020,19986,9,ESCUELA BASICA MUNICIPAL EL MAITEN,9111,NUEVA IMPERIAL,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,20053,0,LICEO TECNICO PROFESIONAL HUALPIN,9117,TEODORO SCHMIDT,1,1,10,313,0,0,0,0,1,44,0,0,0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,12,401
2020,20248,7,LICEO MUNICIPAL TROVOLHUE,9102,CARAHUE,0,1,15,637,0,0,0,0,1,44,1,34,1,31,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,834
2019,6348,7,COMPLEJO EDUCACIONAL MARTIN KLEINKNECHT,9118,TOLTÉN,0,1,32,1223,0,0,0,0,1,44,2,88,0,0,1,44,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,38,1487
2019,6349,5,ESCUELA AGUAS Y GAVIOTAS,9118,TOLTÉN,0,1,22,906,1,44,0,0,1,44,2,82,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1120
2019,6350,9,ESCUELA RAYEN LAFQUEN QUEULE,9118,TOLTÉN,0,1,24,946,0,0,0,0,1,44,0,0,0,0,1,44,0,0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,27,1074
2019,6351,7,ESCUELA EL SEMBRADOR,9118,TOLTÉN,1,1,20,762,0,0,0,0,1,44,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,850
2019,6352,5,ESCUELA AMANECER DE VILLA LOS BOLDOS,9118,TOLTÉN,0,1,18,735,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,779
2019,6353,3,ESCUELA SAN PEDRO,9118,TOLTÉN,1,1,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,3,72
2019,6354,1,ESCUELA LA CASCADA,9118,TOLTÉN,1,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,2,54
2019,6356,8,ESCUELA FILULAFQUEN,9117,TEODORO SCHMIDT,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6358,4,ESCUELA BASICA ESTACION TOLTEN,9117,TEODORO SCHMIDT,1,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,3,51
2019,6361,4,ESCUELA DE CAYCHAYEN,9117,TEODORO SCHMIDT,1,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,3,51
2019,6363,0,ESCUELA PUCHILCO,9118,TOLTÉN,1,1,3,38,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,82
2019,6370,3,ESCUELA LA CONCEPCION,9118,TOLTÉN,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,0,0,1,41
2019,6371,1,ESCUELA ANTU-LAFQUEN,9118,TOLTÉN,1,1,1,14,0,0,0,0,0,0,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,4,82
2019,6373,8,ESCUELA PORMA,9117,TEODORO SCHMIDT,1,1,4,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,5,133
2019,6374,6,ESCUELA BASICA RURAL FLOR DEL VALLE,9118,TOLTÉN,1,1,1,15,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,3,69
2019,6377,0,ESCUELA DE CAMAGUEY,9118,TOLTÉN,1,1,3,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,4,111
2019,6378,9,ESCUELA BOROA NORTE,9118,TOLTÉN,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6397,5,LICEO MUNICIPAL BARROS ARANA,9117,TEODORO SCHMIDT,0,1,25,855,0,0,0,0,1,44,3,132,0,0,1,44,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1119
2019,6398,3,COMPLEJO EDUCACIONAL NUEVA ALBORADA,9117,TEODORO SCHMIDT,0,1,26,970,0,0,0,0,1,44,3,120,0,0,2,88,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1266
2019,6399,1,ESCUELA HORIZONTES,9117,TEODORO SCHMIDT,0,1,24,917,1,44,0,0,1,44,0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1049
2019,6400,9,ESCUELA ISLA LLICAN,9117,TEODORO SCHMIDT,1,1,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,4,95
2019,6403,3,ESCUELA DE NEICUF,9117,TEODORO SCHMIDT,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6404,1,ESCUELA MOLONHUE,9117,TEODORO SCHMIDT,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6407,6,ESCUELA NOHUALHUE,9117,TEODORO SCHMIDT,1,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,3,51
2019,6410,6,ESCUELA MALALHUE,9117,TEODORO SCHMIDT,1,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,3,52
2019,6411,4,ESCUELA PUYEHUE,9117,TEODORO SCHMIDT,1,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,3,51
2019,6413,0,ESCUELA DE RUCA-CURA,9117,TEODORO SCHMIDT,1,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,3,51
2019,6415,7,ESCUELA LOS TRONCOS,9117,TEODORO SCHMIDT,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,2,48
2019,6452,1,LICEO REINO DE SUECIA,9116,SAAVEDRA,0,1,31,1166,1,38,0,0,1,44,8,329,0,0,1,44,2,88,1,44,0,0,1,44,0,0,0,0,0,0,0,0,46,1797
2019,6454,8,ESCUELA BASICA COLLICO RANCO,9116,SAAVEDRA,1,1,13,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,14,530
2019,6455,6,ESCUELA BASICA BARTOLO LLANCALEO,9116,SAAVEDRA,1,1,10,309,0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,12,397
2019,6456,4,ESCCUELA BASICA INALAFQUEN,9116,SAAVEDRA,1,1,10,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,11,431
2019,6457,2,ESC. BASICA AUGUSTO WINTER TAPIA,9116,SAAVEDRA,0,1,15,622,0,0,0,0,1,44,2,85,0,0,1,40,1,44,1,42,0,0,0,0,0,0,0,0,0,0,0,0,21,877
2019,6458,0,ESCUELA BASICA CALOF,9116,SAAVEDRA,1,1,11,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,12,421
2019,6459,9,ESC. BASICA ANTONIO LADINO,9116,SAAVEDRA,1,1,10,351,0,0,0,0,0,0,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,12,433
2019,6495,5,ESCUELA RUCA RAQUI,9116,SAAVEDRA,1,1,10,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,11,399
2019,6497,1,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,9102,CARAHUE,0,1,59,2431,1,44,0,0,1,44,1,44,0,0,1,44,1,44,0,0,1,44,0,0,0,0,1,44,0,0,0,0,66,2739
2019,6499,8,ROMILIO ADRIAZOLA,9102,CARAHUE,0,1,23,867,0,0,0,0,1,44,2,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,993
2019,6500,5,COMPLEJO EDUCACIONAL DARÍO SALAS,9102,CARAHUE,0,1,72,2934,3,132,1,44,1,44,2,77,0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,80,3275
2019,6501,3,ESCUELA BASICA KIM RUKA,9102,CARAHUE,0,1,52,2039,0,0,0,0,1,44,7,262,0,0,1,44,2,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2477
2019,6502,1,ESCUELA BASICA NEHUENTUE,9102,CARAHUE,0,1,17,657,0,0,0,0,1,44,1,30,0,0,1,44,0,0,0,0,0,0,0,0,0,0,1,44,0,0,0,0,21,819
2019,6504,8,ESCUELA TRANAPUENTE,9102,CARAHUE,1,1,20,742,0,0,0,0,0,0,1,38,0,0,0,0,0,0,0,0,0,0,1,44,0,0,0,0,1,44,0,0,23,868
2019,6505,6,ESCUELA BASICA EL CIRCO,9102,CARAHUE,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6506,4,ESCUELA MUNICIPAL DINAMARCA,9102,CARAHUE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,1,44
2019,6509,9,ESCUELA BASICA SANTA CELIA,9102,CARAHUE,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6510,2,ESCUELA BASICA PAILACOYAN,9102,CARAHUE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,1,43
2019,6512,9,ESCUELA VILLA LAS ARAUCARIAS,9102,CARAHUE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,1,44
2019,6514,5,ESCUELA QUIRIPIO,9102,CARAHUE,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6515,3,ESCUELA CATRIPULLI,9102,CARAHUE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,1,43
2019,6518,8,ESCUELA BASICA EL MANZANO,9102,CARAHUE,1,1,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,2,86
2019,6519,6,ESCUELA BASICA QUILLEN,9102,CARAHUE,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6521,8,ESCUELA BASICA CAMARONES,9102,CARAHUE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,1,44
2019,6522,6,ESCUELA BASICA PUYANGUE,9102,CARAHUE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,1,43
2019,6523,4,ESCUELA BASICA CHOMIO,9102,CARAHUE,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,2,49
2019,6524,2,ESCUELA CULLINCO,9102,CARAHUE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,1,43
2019,6525,0,ESC. BASICA CARLOS PALMA LAFUENTE,9102,CARAHUE,1,1,1,8,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,3,56
2019,6526,9,ESCUELA BASICA EL PERAL,9102,CARAHUE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,1,43
2019,6527,7,ESCUELA BASICA ALTO YUPEHUE,9102,CARAHUE,1,1,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,0,0,2,84
2019,6528,5,ESCUELA BASICA BAJO YUPEHUE,9102,CARAHUE,1,1,5,220,0,0,0,0,0,0,3,97,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,10,405
2019,6529,3,ESCUELA BASICA MATTE Y SANCHEZ,9102,CARAHUE,1,1,0,0,0,0,0,0,0,0,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,2,82
2019,6530,7,ESC. BASICA PROF.GUILLERMO SALGADO CARRILLO,9102,CARAHUE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,0,0,1,43
2019,6535,8,ESCUELA BASICA LOS LAURELES,9102,CARAHUE,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6536,6,ESCUELA AMULEY,9102,CARAHUE,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6539,0,ESCUELA BASICA COI COI,9102,CARAHUE,1,1,1,44,0,0,0,0,0,0,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,3,127
2019,6540,4,ESCUELA BASICA COLICO,9102,CARAHUE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6585,4,LICEO LUIS GONZALEZ VASQUEZ,9111,NUEVA IMPERIAL,0,1,58,2306,0,0,2,88,1,44,3,86,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2568
2019,6587,0,ESCUELA ALEJANDRO GOROSTIAGA,9111,NUEVA IMPERIAL,0,1,40,1557,0,0,0,0,1,44,0,0,0,0,1,44,2,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1733
