AGNO,RBD,NOM_RBD,COD_COM_RBD,NOM_COM_RBD,RURAL_RBD,ESTADO_ESTAB,COD_ENSE,MAT_HOM_TOT,MAT_MUJ_TOT,MAT_SI_TOT,MAT_TOTAL,CUR_SIM_TOT,CUR_COMB
2021,6363,ESCUELA PUCHILCO,9118,TOLTEN,1,1,110,0,3,0,3,,
2022,6363,ESCUELA PUCHILCO,9118,TOLTEN,1,1,110,,,,2,,
2016,6364,ESCUELA LA VERTIENTE,9118,TOLTEN,1,3,,0,0,0,0,0,0
2017,6364,ESCUELA LA VERTIENTE,9118,TOLTEN,1,3,0,,,,0,,
2020,6364,ESCUELA LA VERTIENTE,9118,TOLTEN,1,3,0,,,,0,,
2016,6365,ESCUELA BASICA NEWEN MAPU,9118,TOLTEN,1,3,,0,0,0,0,0,0
2017,6365,ESCUELA BASICA NEWEN MAPU,9118,TOLTEN,1,3,0,,,,0,,
2020,6365,ESCUELA BASICA NEWEN MAPU,9118,TOLTEN,1,3,0,,,,0,,
2016,6366,ESCUELA SAN JOSE,9118,TOLTEN,1,3,,0,0,0,0,0,0
2017,6366,ESCUELA SAN JOSE,9118,TOLTEN,1,3,0,,,,0,,
2020,6366,ESCUELA SAN JOSE,9118,TOLTEN,1,3,0,,,,0,,
2016,6367,ESCUELA LA COLONIA,9118,TOLTEN,1,3,,0,0,0,0,0,0
2017,6367,ESCUELA LA COLONIA,9118,TOLTEN,1,3,0,,,,0,,
2020,6367,ESCUELA LA COLONIA,9118,TOLTEN,1,3,0,,,,0,,
2016,6368,ESCUELA LAS LOICAS,9118,TOLTEN,1,3,,0,0,0,0,0,0
2017,6368,ESCUELA LAS LOICAS,9118,TOLTEN,1,3,0,,,,0,,
2020,6368,ESCUELA LAS LOICAS,9118,TOLTEN,1,3,0,,,,0,,
2016,6370,ESCUELA LA CONCEPCION,9118,TOLTEN,1,1,110,2,1,0,3,0,1
2017,6370,ESCUELA LA CONCEPCION,9118,TOLTEN,1,1,110,3,1,0,4,,1
2018,6370,ESCUELA LA CONCEPCION,9118,TOLTEN,1,1,110,1,0,0,1,1,0
2019,6370,ESCUELA LA CONCEPCION,9118,TOLTEN,1,1,110,1,0,0,1,1,0
2020,6370,ESCUELA LA CONCEPCION,9118,TOLTEN,1,1,110,1,1,0,2,1,1
2021,6370,ESCUELA LA CONCEPCION,9118,TOLTEN,1,1,110,1,1,0,2,,
2022,6370,ESCUELA LA CONCEPCION,9118,TOLTEN,1,1,110,,,,2,,
2016,6371,ESCUELA ANTU-LAFQUEN,9118,TOLTEN,1,1,110,6,4,0,10,0,1
2017,6371,ESCUELA ANTU-LAFQUEN,9118,TOLTEN,1,1,110,4,4,0,8,,1
2018,6371,ESCUELA ANTU-LAFQUEN,9118,TOLTEN,1,1,110,4,2,0,6,,1
2019,6371,ESCUELA ANTU-LAFQUEN,9118,TOLTEN,1,1,110,5,5,0,10,,1
2020,6371,ESCUELA ANTU-LAFQUEN,9118,TOLTEN,1,1,110,10,8,0,18,,1
2021,6371,ESCUELA ANTU-LAFQUEN,9118,TOLTEN,1,1,110,12,6,0,18,,
2022,6371,ESCUELA ANTU-LAFQUEN,9118,TOLTEN,1,1,110,,,,18,,
2016,6373,ESCUELA PORMA,9117,TEODORO SCHMIDT,1,1,110,12,9,0,21,0,2
2017,6373,ESCUELA PORMA,9117,TEODORO SCHMIDT,1,1,110,13,7,0,20,,2
2018,6373,ESCUELA PORMA,9117,TEODORO SCHMIDT,1,1,10,2,3,0,5,2,0
2018,6373,ESCUELA PORMA,9117,TEODORO SCHMIDT,1,1,110,13,6,0,19,,2
2019,6373,ESCUELA PORMA,9117,TEODORO SCHMIDT,1,1,10,1,7,0,8,2,0
2019,6373,ESCUELA PORMA,9117,TEODORO SCHMIDT,1,1,110,11,7,0,18,,2
2020,6373,ESCUELA PORMA,9117,TEODORO SCHMIDT,1,1,10,4,6,0,10,2,0
2020,6373,ESCUELA PORMA,9117,TEODORO SCHMIDT,1,1,110,12,8,0,20,,2
2021,6373,ESCUELA PORMA,9117,TEODORO SCHMIDT,1,1,10,4,9,0,13,,
2021,6373,ESCUELA PORMA,9117,TEODORO SCHMIDT,1,1,110,12,10,0,22,,
2022,6373,ESCUELA PORMA,9117,TEODORO SCHMIDT,1,1,10,,,,8,,
2022,6373,ESCUELA PORMA,9117,TEODORO SCHMIDT,1,1,110,,,,19,,
2016,6374,ESCUELA BASICA RURAL FLOR DEL VALLE,9118,TOLTEN,1,1,110,2,2,0,4,0,1
2017,6374,ESCUELA BASICA RURAL FLOR DEL VALLE,9118,TOLTEN,1,1,110,1,2,0,3,2,0
2018,6374,ESCUELA BASICA RURAL FLOR DEL VALLE,9118,TOLTEN,1,1,110,2,2,0,4,,1
2019,6374,ESCUELA BASICA RURAL FLOR DEL VALLE,9118,TOLTEN,1,1,110,2,4,0,6,,1
2020,6374,ESCUELA BASICA RURAL FLOR DEL VALLE,9118,TOLTEN,1,1,110,2,2,0,4,,1
2021,6374,ESCUELA BASICA RURAL FLOR DEL VALLE,9118,TOLTEN,1,1,110,2,2,0,4,,
2022,6374,ESCUELA BASICA RURAL FLOR DEL VALLE,9118,TOLTEN,1,1,110,,,,2,,
2016,6375,ESCUELA FOLO-MAPU,9118,TOLTEN,1,3,,0,0,0,0,0,0
2017,6375,ESCUELA FOLO-MAPU,9118,TOLTEN,1,3,0,,,,0,,
2020,6375,ESCUELA FOLO-MAPU,9118,TOLTEN,1,3,0,,,,0,,
2016,6377,ESCUELA DE CAMAGUEY,9118,TOLTEN,1,1,110,5,4,0,9,5,0
2017,6377,ESCUELA DE CAMAGUEY,9118,TOLTEN,1,1,110,4,2,0,6,,1
2018,6377,ESCUELA DE CAMAGUEY,9118,TOLTEN,1,1,110,3,2,0,5,,1
2019,6377,ESCUELA DE CAMAGUEY,9118,TOLTEN,1,1,110,2,4,0,6,,1
2020,6377,ESCUELA DE CAMAGUEY,9118,TOLTEN,1,1,110,6,1,0,7,,1
2021,6377,ESCUELA DE CAMAGUEY,9118,TOLTEN,1,1,110,4,3,0,7,,
2022,6377,ESCUELA DE CAMAGUEY,9118,TOLTEN,1,1,110,,,,6,,
2016,6378,ESCUELA BOROA NORTE,9118,TOLTEN,1,3,,0,0,0,0,0,0
2017,6378,ESCUELA BOROA NORTE,9118,TOLTEN,1,3,0,,,,0,,
2018,6378,ESCUELA BOROA NORTE,9118,TOLTEN,1,3,0,,,,0,,
2019,6378,ESCUELA BOROA NORTE,9118,TOLTEN,1,3,0,,,,0,,
2020,6378,ESCUELA BOROA NORTE,9118,TOLTEN,1,3,0,,,,0,,
2016,6397,LICEO MUNICIPAL BARROS ARANA,9117,TEODORO SCHMIDT,0,1,10,10,14,0,24,0,1
2016,6397,LICEO MUNICIPAL BARROS ARANA,9117,TEODORO SCHMIDT,0,1,110,43,39,0,82,8,0
2016,6397,LICEO MUNICIPAL BARROS ARANA,9117,TEODORO SCHMIDT,0,1,310,21,20,0,41,2,0
2016,6397,LICEO MUNICIPAL BARROS ARANA,9117,TEODORO SCHMIDT,0,1,363,10,6,0,16,1,0
2016,6397,LICEO MUNICIPAL BARROS ARANA,9117,TEODORO SCHMIDT,0,1,610,8,19,0,27,2,0
2017,6397,LICEO MUNICIPAL BARROS ARANA,9117,TEODORO SCHMIDT,0,1,10,14,11,0,25,,1
2017,6397,LICEO MUNICIPAL BARROS ARANA,9117,TEODORO SCHMIDT,0,1,110,42,46,0,88,8,0
2017,6397,LICEO MUNICIPAL BARROS ARANA,9117,TEODORO SCHMIDT,0,1,310,24,21,0,45,2,
2017,6397,LICEO MUNICIPAL BARROS ARANA,9117,TEODORO SCHMIDT,0,1,610,10,16,0,26,2,
2018,6397,LICEO MUNICIPAL BARROS ARANA,9117,TEODORO SCHMIDT,0,1,10,15,12,0,27,,1
2018,6397,LICEO MUNICIPAL BARROS ARANA,9117,TEODORO SCHMIDT,0,1,110,49,48,0,97,8,0
2018,6397,LICEO MUNICIPAL BARROS ARANA,9117,TEODORO SCHMIDT,0,1,310,22,17,0,39,2,
2018,6397,LICEO MUNICIPAL BARROS ARANA,9117,TEODORO SCHMIDT,0,1,610,11,16,0,27,2,
2019,6397,LICEO MUNICIPAL BARROS ARANA,9117,TEODORO SCHMIDT,0,1,10,13,15,0,28,,1
2019,6397,LICEO MUNICIPAL BARROS ARANA,9117,TEODORO SCHMIDT,0,1,110,64,52,0,116,8,0
2019,6397,LICEO MUNICIPAL BARROS ARANA,9117,TEODORO SCHMIDT,0,1,310,23,16,0,39,2,
2019,6397,LICEO MUNICIPAL BARROS ARANA,9117,TEODORO SCHMIDT,0,1,610,5,17,0,22,2,
2020,6397,LICEO MUNICIPAL BARROS ARANA,9117,TEODORO SCHMIDT,0,1,10,14,15,0,29,,1
2020,6397,LICEO MUNICIPAL BARROS ARANA,9117,TEODORO SCHMIDT,0,1,110,55,49,0,104,8,0
2020,6397,LICEO MUNICIPAL BARROS ARANA,9117,TEODORO SCHMIDT,0,1,310,16,21,0,37,2,
2020,6397,LICEO MUNICIPAL BARROS ARANA,9117,TEODORO SCHMIDT,0,1,610,12,15,0,27,2,
2021,6397,LICEO MUNICIPAL BARROS ARANA,9117,TEODORO SCHMIDT,0,1,10,13,10,0,23,,
2021,6397,LICEO MUNICIPAL BARROS ARANA,9117,TEODORO SCHMIDT,0,1,110,54,52,0,106,,
2021,6397,LICEO MUNICIPAL BARROS ARANA,9117,TEODORO SCHMIDT,0,1,310,15,26,0,41,,
2021,6397,LICEO MUNICIPAL BARROS ARANA,9117,TEODORO SCHMIDT,0,1,610,15,19,0,34,,
2022,6397,LICEO MUNICIPAL BARROS ARANA,9117,TEODORO SCHMIDT,0,1,10,,,,26,,
2022,6397,LICEO MUNICIPAL BARROS ARANA,9117,TEODORO SCHMIDT,0,1,110,,,,134,,
2022,6397,LICEO MUNICIPAL BARROS ARANA,9117,TEODORO SCHMIDT,0,1,310,,,,59,,
2022,6397,LICEO MUNICIPAL BARROS ARANA,9117,TEODORO SCHMIDT,0,1,610,,,,35,,
2016,6398,ESCUELA NUEVA ALBORADA,9117,TEODORO SCHMIDT,0,1,10,33,38,0,71,2,0
2016,6398,ESCUELA NUEVA ALBORADA,9117,TEODORO SCHMIDT,0,1,110,117,106,0,223,8,0
2017,6398,ESCUELA NUEVA ALBORADA,9117,TEODORO SCHMIDT,0,1,10,26,36,0,62,2,0
2017,6398,ESCUELA NUEVA ALBORADA,9117,TEODORO SCHMIDT,0,1,110,140,138,0,278,8,0
2017,6398,ESCUELA NUEVA ALBORADA,9117,TEODORO SCHMIDT,0,1,310,23,18,0,41,1,
2018,6398,COMPLEJO EDUCACIONAL NUEVA ALBORADA,9117,TEODORO SCHMIDT,0,1,10,21,38,0,59,2,0
2018,6398,COMPLEJO EDUCACIONAL NUEVA ALBORADA,9117,TEODORO SCHMIDT,0,1,110,137,143,0,280,8,0
2018,6398,COMPLEJO EDUCACIONAL NUEVA ALBORADA,9117,TEODORO SCHMIDT,0,1,310,34,36,0,70,2,
2019,6398,COMPLEJO EDUCACIONAL NUEVA ALBORADA,9117,TEODORO SCHMIDT,0,1,10,22,38,0,60,2,0
2019,6398,COMPLEJO EDUCACIONAL NUEVA ALBORADA,9117,TEODORO SCHMIDT,0,1,110,122,143,0,265,8,0
2019,6398,COMPLEJO EDUCACIONAL NUEVA ALBORADA,9117,TEODORO SCHMIDT,0,1,310,51,52,0,103,3,
2020,6398,COMPLEJO EDUCACIONAL NUEVA ALBORADA,9117,TEODORO SCHMIDT,0,1,10,31,30,0,61,2,0
2020,6398,COMPLEJO EDUCACIONAL NUEVA ALBORADA,9117,TEODORO SCHMIDT,0,1,110,129,138,0,267,8,0
2020,6398,COMPLEJO EDUCACIONAL NUEVA ALBORADA,9117,TEODORO SCHMIDT,0,1,310,76,64,0,140,4,
2021,6398,COMPLEJO EDUCACIONAL NUEVA ALBORADA,9117,TEODORO SCHMIDT,0,1,10,26,34,0,60,,
2021,6398,COMPLEJO EDUCACIONAL NUEVA ALBORADA,9117,TEODORO SCHMIDT,0,1,110,137,143,0,280,,
2021,6398,COMPLEJO EDUCACIONAL NUEVA ALBORADA,9117,TEODORO SCHMIDT,0,1,310,77,66,0,143,,
2022,6398,COMPLEJO EDUCACIONAL NUEVA ALBORADA,9117,TEODORO SCHMIDT,0,1,10,,,,60,,
2022,6398,COMPLEJO EDUCACIONAL NUEVA ALBORADA,9117,TEODORO SCHMIDT,0,1,110,,,,283,,
2022,6398,COMPLEJO EDUCACIONAL NUEVA ALBORADA,9117,TEODORO SCHMIDT,0,1,310,,,,132,,
2016,6399,ESCUELA HORIZONTES,9117,TEODORO SCHMIDT,0,1,10,27,31,0,58,2,0
2016,6399,ESCUELA HORIZONTES,9117,TEODORO SCHMIDT,0,1,110,98,95,0,193,9,0
2017,6399,ESCUELA HORIZONTES,9117,TEODORO SCHMIDT,0,1,10,30,27,0,57,2,0
2017,6399,ESCUELA HORIZONTES,9117,TEODORO SCHMIDT,0,1,110,90,102,0,192,8,0
2018,6399,ESCUELA HORIZONTES,9117,TEODORO SCHMIDT,0,1,10,30,27,0,57,2,0
2018,6399,ESCUELA HORIZONTES,9117,TEODORO SCHMIDT,0,1,110,82,99,0,181,8,0
2019,6399,ESCUELA HORIZONTES,9117,TEODORO SCHMIDT,0,1,10,28,29,0,57,2,0
2019,6399,ESCUELA HORIZONTES,9117,TEODORO SCHMIDT,0,1,110,89,91,0,180,8,0
2020,6399,ESCUELA HORIZONTES,9117,TEODORO SCHMIDT,0,1,10,22,27,0,49,2,0
2020,6399,ESCUELA HORIZONTES,9117,TEODORO SCHMIDT,0,1,110,80,80,0,160,8,0
2021,6399,ESCUELA HORIZONTES,9117,TEODORO SCHMIDT,0,1,10,21,18,0,39,,
2021,6399,ESCUELA HORIZONTES,9117,TEODORO SCHMIDT,0,1,110,77,89,0,166,,
2022,6399,ESCUELA HORIZONTES,9117,TEODORO SCHMIDT,0,1,10,,,,51,,
2022,6399,ESCUELA HORIZONTES,9117,TEODORO SCHMIDT,0,1,110,,,,167,,
2016,6400,ESCUELA ISLA LLICAN,9117,TEODORO SCHMIDT,1,1,110,1,2,0,3,2,0
2017,6400,ESCUELA ISLA LLICAN,9117,TEODORO SCHMIDT,1,1,110,1,2,0,3,2,0
2018,6400,ESCUELA ISLA LLICAN,9117,TEODORO SCHMIDT,1,1,110,1,2,0,3,2,0
2019,6400,ESCUELA ISLA LLICAN,9117,TEODORO SCHMIDT,1,1,110,0,2,0,2,,1
2020,6400,ESCUELA ISLA LLICAN,9117,TEODORO SCHMIDT,1,1,110,3,2,0,5,,1
2021,6400,ESCUELA ISLA LLICAN,9117,TEODORO SCHMIDT,1,1,110,5,4,0,9,,
2022,6400,ESCUELA ISLA LLICAN,9117,TEODORO SCHMIDT,1,1,110,,,,10,,
2016,6401,ESCUELA LUMAHUE,9117,TEODORO SCHMIDT,1,3,,0,0,0,0,0,0
2017,6401,ESCUELA LUMAHUE,9117,TEODORO SCHMIDT,1,3,0,,,,0,,
2020,6401,ESCUELA LUMAHUE,9117,TEODORO SCHMIDT,1,3,0,,,,0,,
2016,6402,ESCUELA PULIL,9117,TEODORO SCHMIDT,1,3,,0,0,0,0,0,0
2017,6402,ESCUELA PULIL,9117,TEODORO SCHMIDT,1,3,0,,,,0,,
2020,6402,ESCUELA PULIL,9117,TEODORO SCHMIDT,1,3,0,,,,0,,
2016,6403,ESCUELA DE NEICUF,9117,TEODORO SCHMIDT,1,2,,0,0,0,0,0,0
2017,6403,ESCUELA DE NEICUF,9117,TEODORO SCHMIDT,1,2,0,,,,0,,
2018,6403,ESCUELA DE NEICUF,9117,TEODORO SCHMIDT,1,2,0,,,,0,,
2019,6403,ESCUELA DE NEICUF,9117,TEODORO SCHMIDT,1,2,0,,,,0,,
2020,6403,ESCUELA DE NEICUF,9117,TEODORO SCHMIDT,1,2,0,,,,0,,
2016,6404,ESCUELA MOLONHUE,9117,TEODORO SCHMIDT,1,2,,0,0,0,0,0,0
2017,6404,ESCUELA MOLONHUE,9117,TEODORO SCHMIDT,1,3,0,,,,0,,
2018,6404,ESCUELA MOLONHUE,9117,TEODORO SCHMIDT,1,3,0,,,,0,,
2019,6404,ESCUELA MOLONHUE,9117,TEODORO SCHMIDT,1,3,0,,,,0,,
2020,6404,ESCUELA MOLONHUE,9117,TEODORO SCHMIDT,1,3,0,,,,0,,
2016,6406,ESCUELA LLOLLINCO,9117,TEODORO SCHMIDT,1,3,,0,0,0,0,0,0
2017,6406,ESCUELA LLOLLINCO,9117,TEODORO SCHMIDT,1,3,0,,,,0,,
2020,6406,ESCUELA LLOLLINCO,9117,TEODORO SCHMIDT,1,3,0,,,,0,,
2016,6407,ESCUELA NOHUALHUE,9117,TEODORO SCHMIDT,1,1,110,3,4,0,7,0,1
2017,6407,ESCUELA NOHUALHUE,9117,TEODORO SCHMIDT,1,1,110,2,3,0,5,,1
2018,6407,ESCUELA NOHUALHUE,9117,TEODORO SCHMIDT,1,1,110,3,4,0,7,1,1
2019,6407,ESCUELA NOHUALHUE,9117,TEODORO SCHMIDT,1,1,110,4,3,0,7,1,1
2020,6407,ESCUELA NOHUALHUE,9117,TEODORO SCHMIDT,1,1,110,5,4,0,9,1,1
2021,6407,ESCUELA NOHUALHUE,9117,TEODORO SCHMIDT,1,1,110,3,4,0,7,,
2022,6407,ESCUELA NOHUALHUE,9117,TEODORO SCHMIDT,1,1,110,,,,4,,
2016,6408,ESCUELA COIHUE CERRADA /R/391/04/98,9117,TEODORO SCHMIDT,0,3,,0,0,0,0,0,0
2017,6408,ESCUELA COIHUE CERRADA /R/391/04/98,9117,TEODORO SCHMIDT,0,3,0,,,,0,,
2020,6408,ESCUELA COIHUE CERRADA /R/391/04/98,9117,TEODORO SCHMIDT,0,3,0,,,,0,,
2016,6409,ESCUELA PENEHUE,9117,TEODORO SCHMIDT,1,3,,0,0,0,0,0,0
2017,6409,ESCUELA PENEHUE,9117,TEODORO SCHMIDT,1,3,0,,,,0,,
2020,6409,ESCUELA PENEHUE,9117,TEODORO SCHMIDT,1,3,0,,,,0,,
2016,6410,ESCUELA MALALHUE,9117,TEODORO SCHMIDT,1,1,110,4,0,0,4,0,1
2017,6410,ESCUELA MALALHUE,9117,TEODORO SCHMIDT,1,1,110,1,0,0,1,,1
2018,6410,ESCUELA MALALHUE,9117,TEODORO SCHMIDT,1,1,110,6,3,0,9,,1
2019,6410,ESCUELA MALALHUE,9117,TEODORO SCHMIDT,1,1,110,7,2,0,9,,1
2020,6410,ESCUELA MALALHUE,9117,TEODORO SCHMIDT,1,1,110,4,2,0,6,,1
2021,6410,ESCUELA MALALHUE,9117,TEODORO SCHMIDT,1,1,110,3,1,0,4,,
2022,6410,ESCUELA MALALHUE,9117,TEODORO SCHMIDT,1,1,110,,,,7,,
2016,6411,ESCUELA PUYEHUE,9117,TEODORO SCHMIDT,1,1,110,6,8,0,14,0,1
2017,6411,ESCUELA PUYEHUE,9117,TEODORO SCHMIDT,1,1,110,5,11,0,16,,1
2018,6411,ESCUELA PUYEHUE,9117,TEODORO SCHMIDT,1,1,110,3,13,0,16,,1
2019,6411,ESCUELA PUYEHUE,9117,TEODORO SCHMIDT,1,1,110,6,10,0,16,,1
2020,6411,ESCUELA PUYEHUE,9117,TEODORO SCHMIDT,1,1,110,7,8,0,15,,1
2021,6411,ESCUELA PUYEHUE,9117,TEODORO SCHMIDT,1,1,110,8,10,0,18,,
2022,6411,ESCUELA PUYEHUE,9117,TEODORO SCHMIDT,1,1,110,,,,14,,
2016,6412,ESCUELA HUINCULLICAN,9117,TEODORO SCHMIDT,1,3,,0,0,0,0,0,0
2017,6412,ESCUELA HUINCULLICAN,9117,TEODORO SCHMIDT,1,3,0,,,,0,,
2020,6412,ESCUELA HUINCULLICAN,9117,TEODORO SCHMIDT,1,3,0,,,,0,,
2016,6413,ESCUELA DE RUCA-CURA,9117,TEODORO SCHMIDT,1,1,110,3,5,0,8,2,1
2017,6413,ESCUELA DE RUCA-CURA,9117,TEODORO SCHMIDT,1,1,110,5,5,0,10,2,1
2018,6413,ESCUELA DE RUCA-CURA,9117,TEODORO SCHMIDT,1,1,110,2,0,0,2,,1
2019,6413,ESCUELA DE RUCA-CURA,9117,TEODORO SCHMIDT,1,1,110,2,2,0,4,,1
2020,6413,ESCUELA DE RUCA-CURA,9117,TEODORO SCHMIDT,1,1,110,4,1,0,5,,1
2021,6413,ESCUELA DE RUCA-CURA,9117,TEODORO SCHMIDT,1,1,110,4,1,0,5,,
2022,6413,ESCUELA DE RUCA-CURA,9117,TEODORO SCHMIDT,1,1,110,,,,6,,
2016,6414,ESCUELA ALTO CHELLE,9117,TEODORO SCHMIDT,1,3,,0,0,0,0,0,0
2017,6414,ESCUELA ALTO CHELLE,9117,TEODORO SCHMIDT,1,3,0,,,,0,,
2020,6414,ESCUELA ALTO CHELLE,9117,TEODORO SCHMIDT,1,3,0,,,,0,,
2016,6415,ESCUELA LOS TRONCOS,9117,TEODORO SCHMIDT,1,1,110,3,7,0,10,0,1
2017,6415,ESCUELA LOS TRONCOS,9117,TEODORO SCHMIDT,1,1,110,2,7,0,9,1,1
2018,6415,ESCUELA LOS TRONCOS,9117,TEODORO SCHMIDT,1,1,110,2,4,0,6,,1
2019,6415,ESCUELA LOS TRONCOS,9117,TEODORO SCHMIDT,1,1,110,3,5,0,8,,1
2020,6415,ESCUELA LOS TRONCOS,9117,TEODORO SCHMIDT,1,1,110,3,5,0,8,,1
2021,6415,ESCUELA LOS TRONCOS,9117,TEODORO SCHMIDT,1,1,110,6,4,0,10,,
2022,6415,ESCUELA LOS TRONCOS,9117,TEODORO SCHMIDT,1,1,110,,,,11,,
2016,6416,ESCUELA EL BUDI,9117,TEODORO SCHMIDT,1,3,,0,0,0,0,0,0
2017,6416,ESCUELA EL BUDI,9117,TEODORO SCHMIDT,1,3,0,,,,0,,
2020,6416,ESCUELA EL BUDI,9117,TEODORO SCHMIDT,1,3,0,,,,0,,
2016,6417,ESCUELA MUNICIPAL LA MAPU,9117,TEODORO SCHMIDT,1,3,,0,0,0,0,0,0
2017,6417,ESCUELA MUNICIPAL LA MAPU,9117,TEODORO SCHMIDT,1,3,0,,,,0,,
2020,6417,ESCUELA MUNICIPAL LA MAPU,9117,TEODORO SCHMIDT,1,3,0,,,,0,,
2016,6452,LICEO REINO DE SUECIA,9116,SAAVEDRA,0,1,10,20,25,0,45,2,0
2016,6452,LICEO REINO DE SUECIA,9116,SAAVEDRA,0,1,110,84,92,0,176,8,0
2016,6452,LICEO REINO DE SUECIA,9116,SAAVEDRA,0,1,310,79,67,0,146,6,0
2016,6452,LICEO REINO DE SUECIA,9116,SAAVEDRA,0,1,610,14,19,0,33,2,0
2017,6452,LICEO REINO DE SUECIA,9116,SAAVEDRA,0,1,10,24,28,0,52,2,0
2017,6452,LICEO REINO DE SUECIA,9116,SAAVEDRA,0,1,110,79,101,0,180,8,0
2017,6452,LICEO REINO DE SUECIA,9116,SAAVEDRA,0,1,310,91,81,0,172,6,
2017,6452,LICEO REINO DE SUECIA,9116,SAAVEDRA,0,1,610,16,17,0,33,2,
2018,6452,LICEO REINO DE SUECIA,9116,SAAVEDRA,0,1,10,21,28,0,49,2,0
2018,6452,LICEO REINO DE SUECIA,9116,SAAVEDRA,0,1,110,87,107,0,194,8,0
2018,6452,LICEO REINO DE SUECIA,9116,SAAVEDRA,0,1,310,84,78,0,162,6,
2018,6452,LICEO REINO DE SUECIA,9116,SAAVEDRA,0,1,610,25,15,0,40,2,
2019,6452,LICEO REINO DE SUECIA,9116,SAAVEDRA,0,1,10,20,29,0,49,2,0
2019,6452,LICEO REINO DE SUECIA,9116,SAAVEDRA,0,1,110,90,97,0,187,8,0
2019,6452,LICEO REINO DE SUECIA,9116,SAAVEDRA,0,1,310,81,77,0,158,6,
2019,6452,LICEO REINO DE SUECIA,9116,SAAVEDRA,0,1,610,18,17,0,35,2,
2020,6452,LICEO REINO DE SUECIA,9116,SAAVEDRA,0,1,10,25,23,0,48,2,0
2020,6452,LICEO REINO DE SUECIA,9116,SAAVEDRA,0,1,110,92,97,0,189,8,0
2020,6452,LICEO REINO DE SUECIA,9116,SAAVEDRA,0,1,310,61,73,0,134,6,
2020,6452,LICEO REINO DE SUECIA,9116,SAAVEDRA,0,1,610,16,19,0,35,2,
2021,6452,LICEO REINO DE SUECIA,9116,SAAVEDRA,0,1,10,23,22,0,45,,
2021,6452,LICEO REINO DE SUECIA,9116,SAAVEDRA,0,1,110,92,93,0,185,,
2021,6452,LICEO REINO DE SUECIA,9116,SAAVEDRA,0,1,310,73,91,0,164,,
2021,6452,LICEO REINO DE SUECIA,9116,SAAVEDRA,0,1,610,24,26,0,50,,
2022,6452,LICEO REINO DE SUECIA,9116,SAAVEDRA,0,1,10,,,,50,,
2022,6452,LICEO REINO DE SUECIA,9116,SAAVEDRA,0,1,110,,,,209,,
2022,6452,LICEO REINO DE SUECIA,9116,SAAVEDRA,0,1,310,,,,194,,
2022,6452,LICEO REINO DE SUECIA,9116,SAAVEDRA,0,1,610,,,,48,,
2016,6454,ESCUELA BASICA COLLICO RANCO,9116,SAAVEDRA,1,1,10,8,12,0,20,0,1
2016,6454,ESCUELA BASICA COLLICO RANCO,9116,SAAVEDRA,1,1,110,21,16,0,37,0,3
2017,6454,ESCUELA BASICA COLLICO RANCO,9116,SAAVEDRA,1,1,10,8,12,0,20,,1
2017,6454,ESCUELA BASICA COLLICO RANCO,9116,SAAVEDRA,1,1,110,25,21,0,46,,3
2018,6454,ESCUELA BASICA COLLICO RANCO,9116,SAAVEDRA,1,1,10,3,5,0,8,,1
2018,6454,ESCUELA BASICA COLLICO RANCO,9116,SAAVEDRA,1,1,110,29,24,0,53,4,2
2019,6454,ESCUELA BASICA COLLICO RANCO,9116,SAAVEDRA,1,1,10,4,5,0,9,,1
2019,6454,ESCUELA BASICA COLLICO RANCO,9116,SAAVEDRA,1,1,110,30,28,0,58,4,2
2020,6454,ESCUELA BASICA COLLICO RANCO,9116,SAAVEDRA,1,1,10,3,8,0,11,,1
2020,6454,ESCUELA BASICA COLLICO RANCO,9116,SAAVEDRA,1,1,110,23,29,0,52,4,2
2021,6454,ESCUELA BASICA COLLICO RANCO,9116,SAAVEDRA,1,1,10,1,7,0,8,,
2021,6454,ESCUELA BASICA COLLICO RANCO,9116,SAAVEDRA,1,1,110,25,29,0,54,,
2022,6454,ESCUELA BASICA COLLICO RANCO,9116,SAAVEDRA,1,1,10,,,,20,,
2022,6454,ESCUELA BASICA COLLICO RANCO,9116,SAAVEDRA,1,1,110,,,,94,,
2016,6455,ESCUELA BASICA BARTOLO LLANCALEO,9116,SAAVEDRA,1,1,10,5,2,0,7,0,1
2016,6455,ESCUELA BASICA BARTOLO LLANCALEO,9116,SAAVEDRA,1,1,110,15,20,0,35,0,3
2017,6455,ESCUELA BASICA BARTOLO LLANCALEO,9116,SAAVEDRA,1,1,10,7,5,0,12,,1
2017,6455,ESCUELA BASICA BARTOLO LLANCALEO,9116,SAAVEDRA,1,1,110,16,23,0,39,,3
2018,6455,ESCUELA BASICA BARTOLO LLANCALEO,9116,SAAVEDRA,1,1,10,7,2,0,9,,1
2018,6455,ESCUELA BASICA BARTOLO LLANCALEO,9116,SAAVEDRA,1,1,110,15,21,0,36,,2
2019,6455,ESCUELA BASICA BARTOLO LLANCALEO,9116,SAAVEDRA,1,1,10,4,1,0,5,,1
2019,6455,ESCUELA BASICA BARTOLO LLANCALEO,9116,SAAVEDRA,1,1,110,18,20,0,38,2,3
2020,6455,ESCUELA BASICA BARTOLO LLANCALEO,9116,SAAVEDRA,1,1,10,4,3,0,7,,1
