RBD,ESTAB,COMUNA,AREA,NIVEL,SECTOR,EJE,VALOR
6411,ESCUELA PUYEHUE,TEODORO SCHMIDT,RURAL,4° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.64
6413,ESCUELA DE RUCA-CURA,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,
6413,ESCUELA DE RUCA-CURA,TEODORO SCHMIDT,RURAL,3° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.42
6413,ESCUELA DE RUCA-CURA,TEODORO SCHMIDT,RURAL,4° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.57
6415,ESCUELA LOS TRONCOS,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.75
6415,ESCUELA LOS TRONCOS,TEODORO SCHMIDT,RURAL,4° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.29
6454,ESCUELA BASICA COLLICO RANCO,SAAVEDRA,RURAL,1° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.58
6454,ESCUELA BASICA COLLICO RANCO,SAAVEDRA,RURAL,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.83
6454,ESCUELA BASICA COLLICO RANCO,SAAVEDRA,RURAL,3° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.63
6454,ESCUELA BASICA COLLICO RANCO,SAAVEDRA,RURAL,4° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.51
6455,ESCUELA BASICA BARTOLO LLANCALEO,SAAVEDRA,RURAL,1° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.67
6455,ESCUELA BASICA BARTOLO LLANCALEO,SAAVEDRA,RURAL,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.75
6455,ESCUELA BASICA BARTOLO LLANCALEO,SAAVEDRA,RURAL,3° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.7
6455,ESCUELA BASICA BARTOLO LLANCALEO,SAAVEDRA,RURAL,4° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.5
6457,ESC. BASICA AUGUSTO WINTER TAPIA,SAAVEDRA,URBANO,1° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.64
6457,ESC. BASICA AUGUSTO WINTER TAPIA,SAAVEDRA,URBANO,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.65
6457,ESC. BASICA AUGUSTO WINTER TAPIA,SAAVEDRA,URBANO,3° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.25
6457,ESC. BASICA AUGUSTO WINTER TAPIA,SAAVEDRA,URBANO,4° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.47
6458,ESCUELA BASICA CALOF,SAAVEDRA,RURAL,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.58
6458,ESCUELA BASICA CALOF,SAAVEDRA,RURAL,3° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.53
6458,ESCUELA BASICA CALOF,SAAVEDRA,RURAL,4° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.57
6495,ESCUELA RUCA RAQUI,SAAVEDRA,RURAL,1° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,1
6495,ESCUELA RUCA RAQUI,SAAVEDRA,RURAL,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.65
6495,ESCUELA RUCA RAQUI,SAAVEDRA,RURAL,3° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.47
6495,ESCUELA RUCA RAQUI,SAAVEDRA,RURAL,4° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.38
6499,ROMILIO ADRIAZOLA,CARAHUE,URBANO,1° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.67
6499,ROMILIO ADRIAZOLA,CARAHUE,URBANO,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.76
6499,ROMILIO ADRIAZOLA,CARAHUE,URBANO,3° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.84
6499,ROMILIO ADRIAZOLA,CARAHUE,URBANO,4° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.6
6500,COMPLEJO EDUCACIONAL DARÍO SALAS,CARAHUE,URBANO,1° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.79
6500,COMPLEJO EDUCACIONAL DARÍO SALAS,CARAHUE,URBANO,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.76
6500,COMPLEJO EDUCACIONAL DARÍO SALAS,CARAHUE,URBANO,3° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.75
6500,COMPLEJO EDUCACIONAL DARÍO SALAS,CARAHUE,URBANO,4° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.54
6501,ESCUELA BASICA KIM RUKA,CARAHUE,URBANO,1° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.88
6501,ESCUELA BASICA KIM RUKA,CARAHUE,URBANO,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.78
6501,ESCUELA BASICA KIM RUKA,CARAHUE,URBANO,3° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.64
6501,ESCUELA BASICA KIM RUKA,CARAHUE,URBANO,4° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.57
6502,ESCUELA BASICA NEHUENTUE,CARAHUE,URBANO,1° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.79
6502,ESCUELA BASICA NEHUENTUE,CARAHUE,URBANO,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.83
6502,ESCUELA BASICA NEHUENTUE,CARAHUE,URBANO,3° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.56
6502,ESCUELA BASICA NEHUENTUE,CARAHUE,URBANO,4° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.58
6504,ESCUELA TRANAPUENTE,CARAHUE,RURAL,1° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.61
6504,ESCUELA TRANAPUENTE,CARAHUE,RURAL,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.73
6504,ESCUELA TRANAPUENTE,CARAHUE,RURAL,3° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.57
6504,ESCUELA TRANAPUENTE,CARAHUE,RURAL,4° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.27
6506,ESCUELA MUNICIPAL DINAMARCA,CARAHUE,RURAL,3° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.67
6508,"ESCUELA BASICA DINAMARCA, LUCERO",CARAHUE,RURAL,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.75
6510,ESCUELA BASICA PAILACOYAN,CARAHUE,RURAL,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.75
6512,ESCUELA VILLA LAS ARAUCARIAS,CARAHUE,RURAL,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,1
6512,ESCUELA VILLA LAS ARAUCARIAS,CARAHUE,RURAL,4° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.71
6521,ESCUELA BASICA CAMARONES,CARAHUE,RURAL,4° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.71
6522,ESCUELA BASICA PUYANGUE,CARAHUE,RURAL,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.75
6523,ESCUELA BASICA CHOMIO,CARAHUE,RURAL,1° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.75
6523,ESCUELA BASICA CHOMIO,CARAHUE,RURAL,3° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,1
6523,ESCUELA BASICA CHOMIO,CARAHUE,RURAL,4° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.14
6524,ESCUELA CULLINCO,CARAHUE,RURAL,3° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.83
6524,ESCUELA CULLINCO,CARAHUE,RURAL,4° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.29
6528,ESCUELA BASICA BAJO YUPEHUE,CARAHUE,RURAL,1° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.75
6528,ESCUELA BASICA BAJO YUPEHUE,CARAHUE,RURAL,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.75
6528,ESCUELA BASICA BAJO YUPEHUE,CARAHUE,RURAL,3° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.7
6528,ESCUELA BASICA BAJO YUPEHUE,CARAHUE,RURAL,4° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.63
6529,ESCUELA BASICA MATTE Y SANCHEZ,CARAHUE,RURAL,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.75
6529,ESCUELA BASICA MATTE Y SANCHEZ,CARAHUE,RURAL,4° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.71
6539,ESCUELA BASICA COI COI,CARAHUE,RURAL,1° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.5
6539,ESCUELA BASICA COI COI,CARAHUE,RURAL,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.46
6539,ESCUELA BASICA COI COI,CARAHUE,RURAL,3° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.43
6587,ESCUELA ALEJANDRO GOROSTIAGA,NUEVA IMPERIAL,URBANO,1° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.48
6587,ESCUELA ALEJANDRO GOROSTIAGA,NUEVA IMPERIAL,URBANO,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.56
6587,ESCUELA ALEJANDRO GOROSTIAGA,NUEVA IMPERIAL,URBANO,3° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.48
6587,ESCUELA ALEJANDRO GOROSTIAGA,NUEVA IMPERIAL,URBANO,4° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.41
6593,ESCUELA BASICA EL CRUCERO,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,
6593,ESCUELA BASICA EL CRUCERO,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,
6593,ESCUELA BASICA EL CRUCERO,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,
6600,ESCUELA EL COPIHUAL,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.75
6600,ESCUELA EL COPIHUAL,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.44
6602,ESCUELA BASICA CATRIANCHE,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,
6602,ESCUELA BASICA CATRIANCHE,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,
6605,ESC.BASICA RAYEN MAHUIDA,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.75
6605,ESC.BASICA RAYEN MAHUIDA,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.35
6605,ESC.BASICA RAYEN MAHUIDA,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.42
6605,ESC.BASICA RAYEN MAHUIDA,NUEVA IMPERIAL,RURAL,4° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.57
6608,ESC. BASICA LA ARAUCARIA,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,
6608,ESC. BASICA LA ARAUCARIA,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,
6608,ESC. BASICA LA ARAUCARIA,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,
6611,ESC. BASICA CHIVILCOYAN,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.63
6611,ESC. BASICA CHIVILCOYAN,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,1
6611,ESC. BASICA CHIVILCOYAN,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.58
6611,ESC. BASICA CHIVILCOYAN,NUEVA IMPERIAL,RURAL,4° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.71
6623,ESCUELA ARENAS BLANCAS,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.81
6623,ESCUELA ARENAS BLANCAS,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.5
6623,ESCUELA ARENAS BLANCAS,NUEVA IMPERIAL,RURAL,4° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.43
6628,ESC. BASICA LIFKO,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.81
6628,ESC. BASICA LIFKO,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.75
6628,ESC. BASICA LIFKO,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.5
6628,ESC. BASICA LIFKO,NUEVA IMPERIAL,RURAL,4° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.36
6635,ESC. BASICA LOS ROBLES,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,1
6635,ESC. BASICA LOS ROBLES,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.58
6635,ESC. BASICA LOS ROBLES,NUEVA IMPERIAL,RURAL,4° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,1
6639,ESCUELA BASICA MANIO DUCANAN,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,
6639,ESCUELA BASICA MANIO DUCANAN,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,
6588,ESCUELA REPUBLICA,NUEVA IMPERIAL,URBANO,1° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.56
6588,ESCUELA REPUBLICA,NUEVA IMPERIAL,URBANO,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.79
6588,ESCUELA REPUBLICA,NUEVA IMPERIAL,URBANO,3° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.63
6588,ESCUELA REPUBLICA,NUEVA IMPERIAL,URBANO,4° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.73
6515,ESCUELA CATRIPULLI,CARAHUE,RURAL,1° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.75
6589,ESCUELA JUAN XXIII,NUEVA IMPERIAL,URBANO,1° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.82
6589,ESCUELA JUAN XXIII,NUEVA IMPERIAL,URBANO,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.73
6589,ESCUELA JUAN XXIII,NUEVA IMPERIAL,URBANO,3° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.67
6589,ESCUELA JUAN XXIII,NUEVA IMPERIAL,URBANO,4° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.62
6452,LICEO REINO DE SUECIA,SAAVEDRA,URBANO,1° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.55
6452,LICEO REINO DE SUECIA,SAAVEDRA,URBANO,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.6
6452,LICEO REINO DE SUECIA,SAAVEDRA,URBANO,3° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.54
6452,LICEO REINO DE SUECIA,SAAVEDRA,URBANO,4° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.46
6625,ESC. BASICA LOS CANELOS,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,1
6633,ESC. BASICA SANTA MARIA DE BOROA,NUEVA IMPERIAL,RURAL,1° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.5
6633,ESC. BASICA SANTA MARIA DE BOROA,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.5
6633,ESC. BASICA SANTA MARIA DE BOROA,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.93
6633,ESC. BASICA SANTA MARIA DE BOROA,NUEVA IMPERIAL,RURAL,4° Básico,LENGUAJE,SITUACION COMUNICATIVA Y ELEMENTOS ESTRUCTURALES,0.76
6349,ESCUELA AGUAS Y GAVIOTAS,TOLTÉN,URBANO,1° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,
6349,ESCUELA AGUAS Y GAVIOTAS,TOLTÉN,URBANO,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.76
6349,ESCUELA AGUAS Y GAVIOTAS,TOLTÉN,URBANO,3° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.51
6349,ESCUELA AGUAS Y GAVIOTAS,TOLTÉN,URBANO,4° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.49
6350,ESCUELA RAYEN LAFQUEN QUEULE,TOLTÉN,URBANO,1° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,
6350,ESCUELA RAYEN LAFQUEN QUEULE,TOLTÉN,URBANO,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.47
6350,ESCUELA RAYEN LAFQUEN QUEULE,TOLTÉN,URBANO,3° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.45
6350,ESCUELA RAYEN LAFQUEN QUEULE,TOLTÉN,URBANO,4° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.47
6351,ESCUELA EL SEMBRADOR,TOLTÉN,RURAL,1° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,
6351,ESCUELA EL SEMBRADOR,TOLTÉN,RURAL,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.78
6351,ESCUELA EL SEMBRADOR,TOLTÉN,RURAL,3° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.38
6351,ESCUELA EL SEMBRADOR,TOLTÉN,RURAL,4° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.36
6352,ESCUELA AMANECER DE VILLA LOS BOLDOS,TOLTÉN,URBANO,1° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,
6352,ESCUELA AMANECER DE VILLA LOS BOLDOS,TOLTÉN,URBANO,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.78
6352,ESCUELA AMANECER DE VILLA LOS BOLDOS,TOLTÉN,URBANO,3° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.48
6352,ESCUELA AMANECER DE VILLA LOS BOLDOS,TOLTÉN,URBANO,4° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.37
6353,ESCUELA SAN PEDRO,TOLTÉN,RURAL,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.75
6353,ESCUELA SAN PEDRO,TOLTÉN,RURAL,3° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.8
6353,ESCUELA SAN PEDRO,TOLTÉN,RURAL,4° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.6
6354,ESCUELA LA CASCADA,TOLTÉN,RURAL,1° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,
6354,ESCUELA LA CASCADA,TOLTÉN,RURAL,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.75
6354,ESCUELA LA CASCADA,TOLTÉN,RURAL,4° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.6
6358,ESCUELA BASICA ESTACION TOLTEN,TEODORO SCHMIDT,RURAL,1° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,
6358,ESCUELA BASICA ESTACION TOLTEN,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,1
6358,ESCUELA BASICA ESTACION TOLTEN,TEODORO SCHMIDT,RURAL,3° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.8
6358,ESCUELA BASICA ESTACION TOLTEN,TEODORO SCHMIDT,RURAL,4° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.4
6361,ESCUELA DE CAYCHAYEN,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.5
6370,ESCUELA LA CONCEPCION,TOLTÉN,RURAL,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.75
6371,ESCUELA ANTU-LAFQUEN,TOLTÉN,RURAL,1° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,
6371,ESCUELA ANTU-LAFQUEN,TOLTÉN,RURAL,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.5
6371,ESCUELA ANTU-LAFQUEN,TOLTÉN,RURAL,3° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.6
6371,ESCUELA ANTU-LAFQUEN,TOLTÉN,RURAL,4° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.1
6373,ESCUELA PORMA,TEODORO SCHMIDT,RURAL,1° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,
6373,ESCUELA PORMA,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.67
6373,ESCUELA PORMA,TEODORO SCHMIDT,RURAL,3° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.33
6373,ESCUELA PORMA,TEODORO SCHMIDT,RURAL,4° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.3
6374,ESCUELA BASICA RURAL FLOR DEL VALLE,TOLTÉN,RURAL,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,
6397,LICEO MUNICIPAL BARROS ARANA,TEODORO SCHMIDT,URBANO,1° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,
6397,LICEO MUNICIPAL BARROS ARANA,TEODORO SCHMIDT,URBANO,2° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.42
6397,LICEO MUNICIPAL BARROS ARANA,TEODORO SCHMIDT,URBANO,3° Básico,LENGUAJE,CONOCIMIENTO Y RECURSOS DEL LENGUAJE,0.6
