RBD,ESTABLECIMIENTO,NIVEL,SECTOR,EJE,P_RESCORR
6349,ESCUELA AGUAS Y GAVIOTAS,6.° Básico,Lenguaje,Interpretar y Relacionar,45
6349,ESCUELA AGUAS Y GAVIOTAS,8.° Básico,Lenguaje,Reflexionar,49
6349,ESCUELA AGUAS Y GAVIOTAS,5.° Básico,Lenguaje,Reflexionar,50
6349,ESCUELA AGUAS Y GAVIOTAS,6.° Básico,Lenguaje,Reflexionar,50
6349,ESCUELA AGUAS Y GAVIOTAS,5.° Básico,Lenguaje,Interpretar y Relacionar,56
6349,ESCUELA AGUAS Y GAVIOTAS,5.° Básico,Lenguaje,Localizar,56
6349,ESCUELA AGUAS Y GAVIOTAS,6.° Básico,Lenguaje,Localizar,56
6349,ESCUELA AGUAS Y GAVIOTAS,7.° Básico,Lenguaje,Reflexionar,56
6349,ESCUELA AGUAS Y GAVIOTAS,8.° Básico,Lenguaje,Interpretar y Relacionar,64
6349,ESCUELA AGUAS Y GAVIOTAS,7.° Básico,Lenguaje,Interpretar y Relacionar,67
6349,ESCUELA AGUAS Y GAVIOTAS,7.° Básico,Lenguaje,Localizar,77
6349,ESCUELA AGUAS Y GAVIOTAS,8.° Básico,Lenguaje,Localizar,78
6350,ESCUELA RAYEN LAFQUEN QUEULE,6.° Básico,Lenguaje,Reflexionar,42
6350,ESCUELA RAYEN LAFQUEN QUEULE,6.° Básico,Lenguaje,Interpretar y Relacionar,67
6350,ESCUELA RAYEN LAFQUEN QUEULE,6.° Básico,Lenguaje,Localizar,70
6350,ESCUELA RAYEN LAFQUEN QUEULE,7.° Básico,Lenguaje,Localizar,73
6350,ESCUELA RAYEN LAFQUEN QUEULE,5.° Básico,Lenguaje,Reflexionar,78
6350,ESCUELA RAYEN LAFQUEN QUEULE,8.° Básico,Lenguaje,Reflexionar,79
6350,ESCUELA RAYEN LAFQUEN QUEULE,7.° Básico,Lenguaje,Interpretar y Relacionar,81
6350,ESCUELA RAYEN LAFQUEN QUEULE,8.° Básico,Lenguaje,Interpretar y Relacionar,82
6350,ESCUELA RAYEN LAFQUEN QUEULE,7.° Básico,Lenguaje,Reflexionar,89
6350,ESCUELA RAYEN LAFQUEN QUEULE,5.° Básico,Lenguaje,Interpretar y Relacionar,91
6350,ESCUELA RAYEN LAFQUEN QUEULE,8.° Básico,Lenguaje,Localizar,95
6350,ESCUELA RAYEN LAFQUEN QUEULE,5.° Básico,Lenguaje,Localizar,96
6351,ESCUELA EL SEMBRADOR,3.° Básico,Lenguaje,Reflexionar,17
6351,ESCUELA EL SEMBRADOR,7.° Básico,Lenguaje,Reflexionar,40
6351,ESCUELA EL SEMBRADOR,8.° Básico,Lenguaje,Reflexionar,42
6351,ESCUELA EL SEMBRADOR,6.° Básico,Lenguaje,Reflexionar,47
6351,ESCUELA EL SEMBRADOR,3.° Básico,Lenguaje,Interpretar y Relacionar,50
6351,ESCUELA EL SEMBRADOR,5.° Básico,Lenguaje,Reflexionar,50
6351,ESCUELA EL SEMBRADOR,6.° Básico,Lenguaje,Interpretar y Relacionar,50
6351,ESCUELA EL SEMBRADOR,7.° Básico,Lenguaje,Interpretar y Relacionar,55
6351,ESCUELA EL SEMBRADOR,5.° Básico,Lenguaje,Localizar,58
6351,ESCUELA EL SEMBRADOR,7.° Básico,Lenguaje,Localizar,58
6351,ESCUELA EL SEMBRADOR,3.° Básico,Lenguaje,Localizar,60
6351,ESCUELA EL SEMBRADOR,6.° Básico,Lenguaje,Localizar,60
6351,ESCUELA EL SEMBRADOR,4.° Básico,Lenguaje,Reflexionar,61
6351,ESCUELA EL SEMBRADOR,5.° Básico,Lenguaje,Interpretar y Relacionar,64
6351,ESCUELA EL SEMBRADOR,4.° Básico,Lenguaje,Localizar,67
6351,ESCUELA EL SEMBRADOR,8.° Básico,Lenguaje,Interpretar y Relacionar,67
6351,ESCUELA EL SEMBRADOR,2.° Básico,Lenguaje,Interpretar y Relacionar,72
6351,ESCUELA EL SEMBRADOR,4.° Básico,Lenguaje,Interpretar y Relacionar,73
6351,ESCUELA EL SEMBRADOR,8.° Básico,Lenguaje,Localizar,81
6351,ESCUELA EL SEMBRADOR,2.° Básico,Lenguaje,Localizar,85
6351,ESCUELA EL SEMBRADOR,2.° Básico,Lenguaje,Reflexionar,92
6352,ESCUELA AMANECER DE VILLA LOS BOLDOS,6.° Básico,Lenguaje,Interpretar y Relacionar,42
6352,ESCUELA AMANECER DE VILLA LOS BOLDOS,7.° Básico,Lenguaje,Reflexionar,49
6352,ESCUELA AMANECER DE VILLA LOS BOLDOS,8.° Básico,Lenguaje,Interpretar y Relacionar,55
6352,ESCUELA AMANECER DE VILLA LOS BOLDOS,5.° Básico,Lenguaje,Localizar,57
6352,ESCUELA AMANECER DE VILLA LOS BOLDOS,6.° Básico,Lenguaje,Localizar,57
6352,ESCUELA AMANECER DE VILLA LOS BOLDOS,8.° Básico,Lenguaje,Reflexionar,58
6352,ESCUELA AMANECER DE VILLA LOS BOLDOS,5.° Básico,Lenguaje,Interpretar y Relacionar,61
6352,ESCUELA AMANECER DE VILLA LOS BOLDOS,4.° Básico,Lenguaje,Localizar,62
6352,ESCUELA AMANECER DE VILLA LOS BOLDOS,5.° Básico,Lenguaje,Reflexionar,63
6352,ESCUELA AMANECER DE VILLA LOS BOLDOS,6.° Básico,Lenguaje,Reflexionar,63
6352,ESCUELA AMANECER DE VILLA LOS BOLDOS,2.° Básico,Lenguaje,Interpretar y Relacionar,64
6352,ESCUELA AMANECER DE VILLA LOS BOLDOS,4.° Básico,Lenguaje,Interpretar y Relacionar,64
6352,ESCUELA AMANECER DE VILLA LOS BOLDOS,3.° Básico,Lenguaje,Interpretar y Relacionar,65
6352,ESCUELA AMANECER DE VILLA LOS BOLDOS,7.° Básico,Lenguaje,Interpretar y Relacionar,70
6352,ESCUELA AMANECER DE VILLA LOS BOLDOS,3.° Básico,Lenguaje,Localizar,71
6352,ESCUELA AMANECER DE VILLA LOS BOLDOS,8.° Básico,Lenguaje,Localizar,71
6352,ESCUELA AMANECER DE VILLA LOS BOLDOS,2.° Básico,Lenguaje,Localizar,72
6352,ESCUELA AMANECER DE VILLA LOS BOLDOS,2.° Básico,Lenguaje,Reflexionar,75
6352,ESCUELA AMANECER DE VILLA LOS BOLDOS,7.° Básico,Lenguaje,Localizar,79
6352,ESCUELA AMANECER DE VILLA LOS BOLDOS,3.° Básico,Lenguaje,Reflexionar,84
6352,ESCUELA AMANECER DE VILLA LOS BOLDOS,4.° Básico,Lenguaje,Reflexionar,87
6361,ESCUELA DE CAYCHAYEN,2.° Básico,Lenguaje,Reflexionar,50
6361,ESCUELA DE CAYCHAYEN,5.° Básico,Lenguaje,Localizar,67
6361,ESCUELA DE CAYCHAYEN,5.° Básico,Lenguaje,Reflexionar,67
6361,ESCUELA DE CAYCHAYEN,2.° Básico,Lenguaje,Interpretar y Relacionar,77
6361,ESCUELA DE CAYCHAYEN,5.° Básico,Lenguaje,Interpretar y Relacionar,78
6361,ESCUELA DE CAYCHAYEN,2.° Básico,Lenguaje,Localizar,83
6370,ESCUELA LA CONCEPCION,5.° Básico,Lenguaje,Reflexionar,0
6370,ESCUELA LA CONCEPCION,5.° Básico,Lenguaje,Localizar,50
6370,ESCUELA LA CONCEPCION,5.° Básico,Lenguaje,Interpretar y Relacionar,67
6370,ESCUELA LA CONCEPCION,2.° Básico,Lenguaje,Reflexionar,75
6370,ESCUELA LA CONCEPCION,2.° Básico,Lenguaje,Interpretar y Relacionar,100
6370,ESCUELA LA CONCEPCION,2.° Básico,Lenguaje,Localizar,100
6371,ESCUELA ANTU-LAFQUEN,6.° Básico,Lenguaje,Reflexionar,27
6371,ESCUELA ANTU-LAFQUEN,5.° Básico,Lenguaje,Reflexionar,54
6371,ESCUELA ANTU-LAFQUEN,6.° Básico,Lenguaje,Interpretar y Relacionar,68
6371,ESCUELA ANTU-LAFQUEN,6.° Básico,Lenguaje,Localizar,80
6371,ESCUELA ANTU-LAFQUEN,5.° Básico,Lenguaje,Localizar,83
6371,ESCUELA ANTU-LAFQUEN,5.° Básico,Lenguaje,Interpretar y Relacionar,93
6373,ESCUELA PORMA,5.° Básico,Lenguaje,Localizar,50
6373,ESCUELA PORMA,6.° Básico,Lenguaje,Interpretar y Relacionar,51
6373,ESCUELA PORMA,6.° Básico,Lenguaje,Reflexionar,63
6373,ESCUELA PORMA,5.° Básico,Lenguaje,Reflexionar,67
6373,ESCUELA PORMA,5.° Básico,Lenguaje,Interpretar y Relacionar,72
6373,ESCUELA PORMA,6.° Básico,Lenguaje,Localizar,93
6374,ESCUELA BASICA RURAL FLOR DEL VALLE,6.° Básico,Lenguaje,Localizar,30
6374,ESCUELA BASICA RURAL FLOR DEL VALLE,6.° Básico,Lenguaje,Interpretar y Relacionar,33
6374,ESCUELA BASICA RURAL FLOR DEL VALLE,6.° Básico,Lenguaje,Reflexionar,40
6374,ESCUELA BASICA RURAL FLOR DEL VALLE,3.° Básico,Lenguaje,Localizar,60
6374,ESCUELA BASICA RURAL FLOR DEL VALLE,5.° Básico,Lenguaje,Interpretar y Relacionar,83
6374,ESCUELA BASICA RURAL FLOR DEL VALLE,5.° Básico,Lenguaje,Localizar,83
6374,ESCUELA BASICA RURAL FLOR DEL VALLE,5.° Básico,Lenguaje,Reflexionar,83
6374,ESCUELA BASICA RURAL FLOR DEL VALLE,3.° Básico,Lenguaje,Interpretar y Relacionar,93
6374,ESCUELA BASICA RURAL FLOR DEL VALLE,3.° Básico,Lenguaje,Reflexionar,100
6397,LICEO MUNICIPAL BARROS ARANA,5.° Básico,Lenguaje,Reflexionar,26
6397,LICEO MUNICIPAL BARROS ARANA,4.° Básico,Lenguaje,Reflexionar,30
6397,LICEO MUNICIPAL BARROS ARANA,6.° Básico,Lenguaje,Reflexionar,32
6397,LICEO MUNICIPAL BARROS ARANA,8.° Básico,Lenguaje,Reflexionar,33
6397,LICEO MUNICIPAL BARROS ARANA,I. Medio,Lenguaje,Reflexionar,36
6397,LICEO MUNICIPAL BARROS ARANA,3.° Básico,Lenguaje,Reflexionar,39
6397,LICEO MUNICIPAL BARROS ARANA,I. Medio,Lenguaje,Interpretar y Relacionar,40
6397,LICEO MUNICIPAL BARROS ARANA,5.° Básico,Lenguaje,Localizar,41
6397,LICEO MUNICIPAL BARROS ARANA,7.° Básico,Lenguaje,Reflexionar,41
6397,LICEO MUNICIPAL BARROS ARANA,8.° Básico,Lenguaje,Interpretar y Relacionar,44
6397,LICEO MUNICIPAL BARROS ARANA,6.° Básico,Lenguaje,Interpretar y Relacionar,45
6397,LICEO MUNICIPAL BARROS ARANA,I. Medio,Lenguaje,Localizar,50
6397,LICEO MUNICIPAL BARROS ARANA,5.° Básico,Lenguaje,Interpretar y Relacionar,53
6397,LICEO MUNICIPAL BARROS ARANA,II. Medio,Lenguaje,Reflexionar,54
6397,LICEO MUNICIPAL BARROS ARANA,6.° Básico,Lenguaje,Localizar,56
6397,LICEO MUNICIPAL BARROS ARANA,8.° Básico,Lenguaje,Localizar,58
6397,LICEO MUNICIPAL BARROS ARANA,II. Medio,Lenguaje,Interpretar y Relacionar,58
6397,LICEO MUNICIPAL BARROS ARANA,7.° Básico,Lenguaje,Interpretar y Relacionar,61
6397,LICEO MUNICIPAL BARROS ARANA,4.° Básico,Lenguaje,Localizar,64
6397,LICEO MUNICIPAL BARROS ARANA,3.° Básico,Lenguaje,Localizar,66
6397,LICEO MUNICIPAL BARROS ARANA,II. Medio,Lenguaje,Localizar,67
6397,LICEO MUNICIPAL BARROS ARANA,3.° Básico,Lenguaje,Interpretar y Relacionar,70
6397,LICEO MUNICIPAL BARROS ARANA,4.° Básico,Lenguaje,Interpretar y Relacionar,71
6397,LICEO MUNICIPAL BARROS ARANA,7.° Básico,Lenguaje,Localizar,76
6399,ESCUELA HORIZONTES,6.° Básico,Lenguaje,Reflexionar,43
6399,ESCUELA HORIZONTES,7.° Básico,Lenguaje,Reflexionar,46
6399,ESCUELA HORIZONTES,6.° Básico,Lenguaje,Interpretar y Relacionar,47
6399,ESCUELA HORIZONTES,6.° Básico,Lenguaje,Localizar,48
6399,ESCUELA HORIZONTES,4.° Básico,Lenguaje,Reflexionar,52
6399,ESCUELA HORIZONTES,8.° Básico,Lenguaje,Reflexionar,52
6399,ESCUELA HORIZONTES,7.° Básico,Lenguaje,Interpretar y Relacionar,57
6399,ESCUELA HORIZONTES,8.° Básico,Lenguaje,Interpretar y Relacionar,58
6399,ESCUELA HORIZONTES,4.° Básico,Lenguaje,Localizar,63
6399,ESCUELA HORIZONTES,7.° Básico,Lenguaje,Localizar,63
6399,ESCUELA HORIZONTES,5.° Básico,Lenguaje,Reflexionar,69
6399,ESCUELA HORIZONTES,3.° Básico,Lenguaje,Reflexionar,71
6399,ESCUELA HORIZONTES,5.° Básico,Lenguaje,Interpretar y Relacionar,72
6399,ESCUELA HORIZONTES,4.° Básico,Lenguaje,Interpretar y Relacionar,73
6399,ESCUELA HORIZONTES,5.° Básico,Lenguaje,Localizar,74
6399,ESCUELA HORIZONTES,8.° Básico,Lenguaje,Localizar,75
6399,ESCUELA HORIZONTES,3.° Básico,Lenguaje,Interpretar y Relacionar,82
6399,ESCUELA HORIZONTES,2.° Básico,Lenguaje,Interpretar y Relacionar,92
6399,ESCUELA HORIZONTES,3.° Básico,Lenguaje,Localizar,94
6399,ESCUELA HORIZONTES,2.° Básico,Lenguaje,Localizar,95
6399,ESCUELA HORIZONTES,2.° Básico,Lenguaje,Reflexionar,100
6411,ESCUELA PUYEHUE,5.° Básico,Lenguaje,Localizar,58
6411,ESCUELA PUYEHUE,6.° Básico,Lenguaje,Reflexionar,72
6411,ESCUELA PUYEHUE,3.° Básico,Lenguaje,Reflexionar,75
6411,ESCUELA PUYEHUE,4.° Básico,Lenguaje,Reflexionar,75
6411,ESCUELA PUYEHUE,5.° Básico,Lenguaje,Reflexionar,75
6411,ESCUELA PUYEHUE,5.° Básico,Lenguaje,Interpretar y Relacionar,78
6411,ESCUELA PUYEHUE,4.° Básico,Lenguaje,Localizar,80
6411,ESCUELA PUYEHUE,6.° Básico,Lenguaje,Interpretar y Relacionar,82
6411,ESCUELA PUYEHUE,4.° Básico,Lenguaje,Interpretar y Relacionar,88
6411,ESCUELA PUYEHUE,2.° Básico,Lenguaje,Interpretar y Relacionar,92
6411,ESCUELA PUYEHUE,3.° Básico,Lenguaje,Interpretar y Relacionar,93
6411,ESCUELA PUYEHUE,3.° Básico,Lenguaje,Localizar,93
6411,ESCUELA PUYEHUE,6.° Básico,Lenguaje,Localizar,97
6411,ESCUELA PUYEHUE,2.° Básico,Lenguaje,Localizar,100
6411,ESCUELA PUYEHUE,2.° Básico,Lenguaje,Reflexionar,100
6415,ESCUELA LOS TRONCOS,6.° Básico,Lenguaje,Localizar,40
6415,ESCUELA LOS TRONCOS,6.° Básico,Lenguaje,Interpretar y Relacionar,48
6415,ESCUELA LOS TRONCOS,2.° Básico,Lenguaje,Reflexionar,63
6415,ESCUELA LOS TRONCOS,6.° Básico,Lenguaje,Reflexionar,70
6415,ESCUELA LOS TRONCOS,2.° Básico,Lenguaje,Interpretar y Relacionar,96
6415,ESCUELA LOS TRONCOS,2.° Básico,Lenguaje,Localizar,100
6452,LICEO REINO DE SUECIA,I. Medio,Lenguaje,Reflexionar,35
6452,LICEO REINO DE SUECIA,5.° Básico,Lenguaje,Reflexionar,37
6452,LICEO REINO DE SUECIA,I. Medio,Lenguaje,Interpretar y Relacionar,39
6452,LICEO REINO DE SUECIA,8.° Básico,Lenguaje,Reflexionar,41
6452,LICEO REINO DE SUECIA,6.° Básico,Lenguaje,Reflexionar,47
6452,LICEO REINO DE SUECIA,II. Medio,Lenguaje,Reflexionar,47
6452,LICEO REINO DE SUECIA,5.° Básico,Lenguaje,Localizar,52
6452,LICEO REINO DE SUECIA,I. Medio,Lenguaje,Localizar,52
6452,LICEO REINO DE SUECIA,6.° Básico,Lenguaje,Interpretar y Relacionar,54
6452,LICEO REINO DE SUECIA,II. Medio,Lenguaje,Interpretar y Relacionar,54
6452,LICEO REINO DE SUECIA,7.° Básico,Lenguaje,Reflexionar,55
6452,LICEO REINO DE SUECIA,8.° Básico,Lenguaje,Interpretar y Relacionar,55
6452,LICEO REINO DE SUECIA,6.° Básico,Lenguaje,Localizar,61
6452,LICEO REINO DE SUECIA,5.° Básico,Lenguaje,Interpretar y Relacionar,62
6452,LICEO REINO DE SUECIA,II. Medio,Lenguaje,Localizar,66
6452,LICEO REINO DE SUECIA,7.° Básico,Lenguaje,Interpretar y Relacionar,67
6452,LICEO REINO DE SUECIA,7.° Básico,Lenguaje,Localizar,72
6452,LICEO REINO DE SUECIA,8.° Básico,Lenguaje,Localizar,73
6455,ESCUELA BASICA BARTOLO LLANCALEO,5.° Básico,Lenguaje,Interpretar y Relacionar,33
6455,ESCUELA BASICA BARTOLO LLANCALEO,6.° Básico,Lenguaje,Reflexionar,51
6455,ESCUELA BASICA BARTOLO LLANCALEO,7.° Básico,Lenguaje,Reflexionar,52
6455,ESCUELA BASICA BARTOLO LLANCALEO,8.° Básico,Lenguaje,Interpretar y Relacionar,53
6455,ESCUELA BASICA BARTOLO LLANCALEO,8.° Básico,Lenguaje,Reflexionar,54
6455,ESCUELA BASICA BARTOLO LLANCALEO,4.° Básico,Lenguaje,Interpretar y Relacionar,58
6455,ESCUELA BASICA BARTOLO LLANCALEO,4.° Básico,Lenguaje,Localizar,60
6455,ESCUELA BASICA BARTOLO LLANCALEO,4.° Básico,Lenguaje,Reflexionar,63
6455,ESCUELA BASICA BARTOLO LLANCALEO,3.° Básico,Lenguaje,Reflexionar,65
6455,ESCUELA BASICA BARTOLO LLANCALEO,6.° Básico,Lenguaje,Interpretar y Relacionar,65
6455,ESCUELA BASICA BARTOLO LLANCALEO,2.° Básico,Lenguaje,Interpretar y Relacionar,67
6455,ESCUELA BASICA BARTOLO LLANCALEO,5.° Básico,Lenguaje,Reflexionar,67
6455,ESCUELA BASICA BARTOLO LLANCALEO,3.° Básico,Lenguaje,Interpretar y Relacionar,68
6455,ESCUELA BASICA BARTOLO LLANCALEO,7.° Básico,Lenguaje,Interpretar y Relacionar,68
6455,ESCUELA BASICA BARTOLO LLANCALEO,7.° Básico,Lenguaje,Localizar,70
6455,ESCUELA BASICA BARTOLO LLANCALEO,3.° Básico,Lenguaje,Localizar,72
6455,ESCUELA BASICA BARTOLO LLANCALEO,8.° Básico,Lenguaje,Localizar,79
6455,ESCUELA BASICA BARTOLO LLANCALEO,6.° Básico,Lenguaje,Localizar,80
6455,ESCUELA BASICA BARTOLO LLANCALEO,2.° Básico,Lenguaje,Localizar,83
6455,ESCUELA BASICA BARTOLO LLANCALEO,5.° Básico,Lenguaje,Localizar,83
6455,ESCUELA BASICA BARTOLO LLANCALEO,2.° Básico,Lenguaje,Reflexionar,100
6457,ESC. BASICA AUGUSTO WINTER TAPIA,5.° Básico,Lenguaje,Reflexionar,27
6457,ESC. BASICA AUGUSTO WINTER TAPIA,6.° Básico,Lenguaje,Interpretar y Relacionar,38
6457,ESC. BASICA AUGUSTO WINTER TAPIA,6.° Básico,Lenguaje,Reflexionar,38
6457,ESC. BASICA AUGUSTO WINTER TAPIA,6.° Básico,Lenguaje,Localizar,39
6457,ESC. BASICA AUGUSTO WINTER TAPIA,8.° Básico,Lenguaje,Reflexionar,39
6457,ESC. BASICA AUGUSTO WINTER TAPIA,8.° Básico,Lenguaje,Interpretar y Relacionar,44
6457,ESC. BASICA AUGUSTO WINTER TAPIA,7.° Básico,Lenguaje,Reflexionar,47
6457,ESC. BASICA AUGUSTO WINTER TAPIA,5.° Básico,Lenguaje,Interpretar y Relacionar,54
6457,ESC. BASICA AUGUSTO WINTER TAPIA,5.° Básico,Lenguaje,Localizar,56
6457,ESC. BASICA AUGUSTO WINTER TAPIA,8.° Básico,Lenguaje,Localizar,61
6457,ESC. BASICA AUGUSTO WINTER TAPIA,7.° Básico,Lenguaje,Interpretar y Relacionar,68
6457,ESC. BASICA AUGUSTO WINTER TAPIA,7.° Básico,Lenguaje,Localizar,81
6458,ESCUELA BASICA CALOF,4.° Básico,Lenguaje,Reflexionar,13
6458,ESCUELA BASICA CALOF,8.° Básico,Lenguaje,Reflexionar,21
6458,ESCUELA BASICA CALOF,3.° Básico,Lenguaje,Reflexionar,31
6458,ESCUELA BASICA CALOF,5.° Básico,Lenguaje,Reflexionar,35
6458,ESCUELA BASICA CALOF,7.° Básico,Lenguaje,Reflexionar,35
6458,ESCUELA BASICA CALOF,7.° Básico,Lenguaje,Interpretar y Relacionar,46
6458,ESCUELA BASICA CALOF,6.° Básico,Lenguaje,Reflexionar,47
6458,ESCUELA BASICA CALOF,6.° Básico,Lenguaje,Interpretar y Relacionar,54
6458,ESCUELA BASICA CALOF,4.° Básico,Lenguaje,Interpretar y Relacionar,55
6458,ESCUELA BASICA CALOF,4.° Básico,Lenguaje,Localizar,55
6458,ESCUELA BASICA CALOF,7.° Básico,Lenguaje,Localizar,56
6458,ESCUELA BASICA CALOF,8.° Básico,Lenguaje,Interpretar y Relacionar,56
6458,ESCUELA BASICA CALOF,5.° Básico,Lenguaje,Localizar,61
6458,ESCUELA BASICA CALOF,2.° Básico,Lenguaje,Reflexionar,67
6458,ESCUELA BASICA CALOF,8.° Básico,Lenguaje,Localizar,67
6458,ESCUELA BASICA CALOF,5.° Básico,Lenguaje,Interpretar y Relacionar,71
6458,ESCUELA BASICA CALOF,6.° Básico,Lenguaje,Localizar,73
6458,ESCUELA BASICA CALOF,3.° Básico,Lenguaje,Interpretar y Relacionar,82
6458,ESCUELA BASICA CALOF,2.° Básico,Lenguaje,Localizar,94
6458,ESCUELA BASICA CALOF,2.° Básico,Lenguaje,Interpretar y Relacionar,95
6458,ESCUELA BASICA CALOF,3.° Básico,Lenguaje,Localizar,95
6459,ESC. BASICA ANTONIO LADINO,3.° Básico,Lenguaje,Reflexionar,20
6459,ESC. BASICA ANTONIO LADINO,2.° Básico,Lenguaje,Reflexionar,29
6459,ESC. BASICA ANTONIO LADINO,4.° Básico,Lenguaje,Reflexionar,33
6459,ESC. BASICA ANTONIO LADINO,8.° Básico,Lenguaje,Interpretar y Relacionar,38
6459,ESC. BASICA ANTONIO LADINO,8.° Básico,Lenguaje,Reflexionar,38
6459,ESC. BASICA ANTONIO LADINO,4.° Básico,Lenguaje,Localizar,40
6459,ESC. BASICA ANTONIO LADINO,6.° Básico,Lenguaje,Reflexionar,40
6459,ESC. BASICA ANTONIO LADINO,5.° Básico,Lenguaje,Localizar,42
6459,ESC. BASICA ANTONIO LADINO,2.° Básico,Lenguaje,Interpretar y Relacionar,44
6459,ESC. BASICA ANTONIO LADINO,6.° Básico,Lenguaje,Interpretar y Relacionar,44
6459,ESC. BASICA ANTONIO LADINO,5.° Básico,Lenguaje,Reflexionar,48
6459,ESC. BASICA ANTONIO LADINO,6.° Básico,Lenguaje,Localizar,49
6459,ESC. BASICA ANTONIO LADINO,7.° Básico,Lenguaje,Reflexionar,50
6459,ESC. BASICA ANTONIO LADINO,3.° Básico,Lenguaje,Interpretar y Relacionar,52
6459,ESC. BASICA ANTONIO LADINO,4.° Básico,Lenguaje,Interpretar y Relacionar,54
6459,ESC. BASICA ANTONIO LADINO,5.° Básico,Lenguaje,Interpretar y Relacionar,58
6459,ESC. BASICA ANTONIO LADINO,8.° Básico,Lenguaje,Localizar,63
6459,ESC. BASICA ANTONIO LADINO,2.° Básico,Lenguaje,Localizar,67
6459,ESC. BASICA ANTONIO LADINO,7.° Básico,Lenguaje,Interpretar y Relacionar,70
6459,ESC. BASICA ANTONIO LADINO,3.° Básico,Lenguaje,Localizar,72
6459,ESC. BASICA ANTONIO LADINO,7.° Básico,Lenguaje,Localizar,86
6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,I. Medio,Lenguaje,Localizar,56
6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,I. Medio,Lenguaje,Interpretar y Relacionar,58
6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,II. Medio,Lenguaje,Interpretar y Relacionar,59
6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,II. Medio,Lenguaje,Reflexionar,62
6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,I. Medio,Lenguaje,Reflexionar,63
6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,II. Medio,Lenguaje,Localizar,75
6499,ROMILIO ADRIAZOLA,4.° Básico,Lenguaje,Reflexionar,46
6499,ROMILIO ADRIAZOLA,3.° Básico,Lenguaje,Reflexionar,50
6499,ROMILIO ADRIAZOLA,7.° Básico,Lenguaje,Reflexionar,53
6499,ROMILIO ADRIAZOLA,6.° Básico,Lenguaje,Reflexionar,56
6499,ROMILIO ADRIAZOLA,4.° Básico,Lenguaje,Localizar,61
6499,ROMILIO ADRIAZOLA,5.° Básico,Lenguaje,Reflexionar,63
6499,ROMILIO ADRIAZOLA,4.° Básico,Lenguaje,Interpretar y Relacionar,64
6499,ROMILIO ADRIAZOLA,6.° Básico,Lenguaje,Interpretar y Relacionar,65
6499,ROMILIO ADRIAZOLA,2.° Básico,Lenguaje,Reflexionar,68
6499,ROMILIO ADRIAZOLA,5.° Básico,Lenguaje,Localizar,69
6499,ROMILIO ADRIAZOLA,7.° Básico,Lenguaje,Interpretar y Relacionar,69
6499,ROMILIO ADRIAZOLA,5.° Básico,Lenguaje,Interpretar y Relacionar,70
6499,ROMILIO ADRIAZOLA,8.° Básico,Lenguaje,Reflexionar,72
6499,ROMILIO ADRIAZOLA,3.° Básico,Lenguaje,Interpretar y Relacionar,79
6499,ROMILIO ADRIAZOLA,6.° Básico,Lenguaje,Localizar,82
6499,ROMILIO ADRIAZOLA,7.° Básico,Lenguaje,Localizar,86
6499,ROMILIO ADRIAZOLA,8.° Básico,Lenguaje,Interpretar y Relacionar,90
6499,ROMILIO ADRIAZOLA,3.° Básico,Lenguaje,Localizar,93
6499,ROMILIO ADRIAZOLA,8.° Básico,Lenguaje,Localizar,94
6499,ROMILIO ADRIAZOLA,2.° Básico,Lenguaje,Localizar,98
6499,ROMILIO ADRIAZOLA,2.° Básico,Lenguaje,Interpretar y Relacionar,99
6500,COMPLEJO EDUCACIONAL DARÍO SALAS,I. Medio,Lenguaje,Interpretar y Relacionar,39
6500,COMPLEJO EDUCACIONAL DARÍO SALAS,I. Medio,Lenguaje,Reflexionar,39
6500,COMPLEJO EDUCACIONAL DARÍO SALAS,5.° Básico,Lenguaje,Reflexionar,42
6500,COMPLEJO EDUCACIONAL DARÍO SALAS,7.° Básico,Lenguaje,Reflexionar,43
6500,COMPLEJO EDUCACIONAL DARÍO SALAS,5.° Básico,Lenguaje,Localizar,58
6500,COMPLEJO EDUCACIONAL DARÍO SALAS,I. Medio,Lenguaje,Localizar,58
6500,COMPLEJO EDUCACIONAL DARÍO SALAS,II. Medio,Lenguaje,Interpretar y Relacionar,58
6500,COMPLEJO EDUCACIONAL DARÍO SALAS,II. Medio,Lenguaje,Reflexionar,59
6500,COMPLEJO EDUCACIONAL DARÍO SALAS,7.° Básico,Lenguaje,Interpretar y Relacionar,62
6500,COMPLEJO EDUCACIONAL DARÍO SALAS,5.° Básico,Lenguaje,Interpretar y Relacionar,64
6500,COMPLEJO EDUCACIONAL DARÍO SALAS,7.° Básico,Lenguaje,Localizar,76
6500,COMPLEJO EDUCACIONAL DARÍO SALAS,II. Medio,Lenguaje,Localizar,78
6501,ESCUELA BASICA KIM RUKA,8.° Básico,Lenguaje,Reflexionar,40
6501,ESCUELA BASICA KIM RUKA,7.° Básico,Lenguaje,Reflexionar,44
6501,ESCUELA BASICA KIM RUKA,6.° Básico,Lenguaje,Interpretar y Relacionar,46
