RBD,ESTABLECIMIENTO,NIVEL,SECTOR,EJE,P_RESCORR
6455,ESCUELA BASICA BARTOLO LLANCALEO,8.° Básico,Formacion,Desarrollo político desde la perspectiva histórica,24
6455,ESCUELA BASICA BARTOLO LLANCALEO,8.° Básico,Formacion,Institucionalidad política y compromiso cívico,30
6455,ESCUELA BASICA BARTOLO LLANCALEO,8.° Básico,Formacion,"Derechos, deberes y compromiso ciudadano",40
6457,ESC. BASICA AUGUSTO WINTER TAPIA,8.° Básico,Formacion,Desarrollo político desde la perspectiva histórica,25
6457,ESC. BASICA AUGUSTO WINTER TAPIA,8.° Básico,Formacion,Institucionalidad política y compromiso cívico,36
6457,ESC. BASICA AUGUSTO WINTER TAPIA,8.° Básico,Formacion,"Derechos, deberes y compromiso ciudadano",42
6459,ESC. BASICA ANTONIO LADINO,8.° Básico,Formacion,Institucionalidad política y compromiso cívico,25
6459,ESC. BASICA ANTONIO LADINO,8.° Básico,Formacion,Desarrollo político desde la perspectiva histórica,36
6459,ESC. BASICA ANTONIO LADINO,8.° Básico,Formacion,"Derechos, deberes y compromiso ciudadano",41
6499,ROMILIO ADRIAZOLA,8.° Básico,Formacion,Desarrollo político desde la perspectiva histórica,61
6499,ROMILIO ADRIAZOLA,8.° Básico,Formacion,"Derechos, deberes y compromiso ciudadano",70
6499,ROMILIO ADRIAZOLA,8.° Básico,Formacion,Institucionalidad política y compromiso cívico,87
6500,COMPLEJO EDUCACIONAL DARÍO SALAS,8.° Básico,Formacion,Institucionalidad política y compromiso cívico,33
6500,COMPLEJO EDUCACIONAL DARÍO SALAS,8.° Básico,Formacion,Desarrollo político desde la perspectiva histórica,34
6500,COMPLEJO EDUCACIONAL DARÍO SALAS,8.° Básico,Formacion,"Derechos, deberes y compromiso ciudadano",45
6502,ESCUELA BASICA NEHUENTUE,8.° Básico,Formacion,Desarrollo político desde la perspectiva histórica,60
6502,ESCUELA BASICA NEHUENTUE,8.° Básico,Formacion,"Derechos, deberes y compromiso ciudadano",70
6502,ESCUELA BASICA NEHUENTUE,8.° Básico,Formacion,Institucionalidad política y compromiso cívico,72
6528,ESCUELA BASICA BAJO YUPEHUE,8.° Básico,Formacion,Desarrollo político desde la perspectiva histórica,36
6528,ESCUELA BASICA BAJO YUPEHUE,8.° Básico,Formacion,Institucionalidad política y compromiso cívico,60
6528,ESCUELA BASICA BAJO YUPEHUE,8.° Básico,Formacion,"Derechos, deberes y compromiso ciudadano",64
6587,ESCUELA ALEJANDRO GOROSTIAGA,8.° Básico,Formacion,Institucionalidad política y compromiso cívico,22
6587,ESCUELA ALEJANDRO GOROSTIAGA,8.° Básico,Formacion,Desarrollo político desde la perspectiva histórica,33
6587,ESCUELA ALEJANDRO GOROSTIAGA,8.° Básico,Formacion,"Derechos, deberes y compromiso ciudadano",41
6588,ESCUELA REPUBLICA,8.° Básico,Formacion,Desarrollo político desde la perspectiva histórica,26
6588,ESCUELA REPUBLICA,8.° Básico,Formacion,Institucionalidad política y compromiso cívico,31
6588,ESCUELA REPUBLICA,8.° Básico,Formacion,"Derechos, deberes y compromiso ciudadano",42
6589,ESCUELA JUAN XXIII,8.° Básico,Formacion,Desarrollo político desde la perspectiva histórica,47
6589,ESCUELA JUAN XXIII,8.° Básico,Formacion,Institucionalidad política y compromiso cívico,50
6589,ESCUELA JUAN XXIII,8.° Básico,Formacion,"Derechos, deberes y compromiso ciudadano",63
