RBD,COMUNA,AREA,NIVEL,SECTOR,EJE,VALOR
6523,CARAHUE,RURAL,3° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,83"
6524,CARAHUE,RURAL,3° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,67"
6526,CARAHUE,RURAL,3° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,67"
6528,CARAHUE,RURAL,3° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,65"
6529,CARAHUE,RURAL,3° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,67"
6587,NUEVA IMPERIAL,URBANO,3° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,58"
6593,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,71"
6602,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,67"
6605,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,5"
6608,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,5"
6611,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,61"
6623,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,67"
6628,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,67"
6635,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,SCOM_ELE ESTRUC,"0,67"
6349,TOLTÉN,URBANO,2° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,76"
6350,TOLTÉN,URBANO,2° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,56"
6351,TOLTÉN,RURAL,2° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,68"
6352,TOLTÉN,URBANO,2° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,68"
6353,TOLTÉN,RURAL,2° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,44"
6358,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,CONYREC_LENGUAJE,1
6371,TOLTÉN,RURAL,2° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,42"
6373,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,32"
6374,TOLTÉN,RURAL,2° Básico,LENGUAJE,CONYREC_LENGUAJE,1
6397,TEODORO SCHMIDT,URBANO,2° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,55"
6398,TEODORO SCHMIDT,URBANO,2° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,41"
6399,TEODORO SCHMIDT,URBANO,2° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,71"
6400,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,44"
6407,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,5"
6411,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,75"
6413,TEODORO SCHMIDT,RURAL,2° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,75"
6454,SAAVEDRA,RURAL,2° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,6"
6455,SAAVEDRA,RURAL,2° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,55"
6456,SAAVEDRA,RURAL,2° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,13"
6457,SAAVEDRA,URBANO,2° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,64"
6458,SAAVEDRA,RURAL,2° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,63"
6459,SAAVEDRA,RURAL,2° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,69"
6495,SAAVEDRA,RURAL,2° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,38"
6499,CARAHUE,URBANO,2° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,73"
6500,CARAHUE,URBANO,2° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,72"
6501,CARAHUE,URBANO,2° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,74"
6502,CARAHUE,URBANO,2° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,75"
6504,CARAHUE,RURAL,2° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,69"
6506,CARAHUE,RURAL,2° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,75"
6522,CARAHUE,RURAL,2° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,25"
6523,CARAHUE,RURAL,2° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,5"
6524,CARAHUE,RURAL,2° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,88"
6528,CARAHUE,RURAL,2° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,65"
6539,CARAHUE,RURAL,2° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,44"
6587,NUEVA IMPERIAL,URBANO,2° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,74"
6593,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,63"
6600,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,92"
6605,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,5"
6608,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,58"
6611,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,63"
6623,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,5"
6628,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,5"
6635,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,38"
6639,NUEVA IMPERIAL,RURAL,2° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,75"
6349,TOLTÉN,URBANO,3° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,66"
6350,TOLTÉN,URBANO,3° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,48"
6351,TOLTÉN,RURAL,3° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,45"
6352,TOLTÉN,URBANO,3° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,62"
6353,TOLTÉN,RURAL,3° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,8"
6354,TOLTÉN,RURAL,3° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,8"
6358,TEODORO SCHMIDT,RURAL,3° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,3"
6371,TOLTÉN,RURAL,3° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,3"
6373,TEODORO SCHMIDT,RURAL,3° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,4"
6397,TEODORO SCHMIDT,URBANO,3° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,49"
6398,TEODORO SCHMIDT,URBANO,3° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,32"
6399,TEODORO SCHMIDT,URBANO,3° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,54"
6400,TEODORO SCHMIDT,RURAL,3° Básico,LENGUAJE,CONYREC_LENGUAJE,0
6407,TEODORO SCHMIDT,RURAL,3° Básico,LENGUAJE,CONYREC_LENGUAJE,0
6410,TEODORO SCHMIDT,RURAL,3° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,4"
6411,TEODORO SCHMIDT,RURAL,3° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,4"
6413,TEODORO SCHMIDT,RURAL,3° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,4"
6415,TEODORO SCHMIDT,RURAL,3° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,6"
6454,SAAVEDRA,RURAL,3° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,56"
6455,SAAVEDRA,RURAL,3° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,45"
6456,SAAVEDRA,RURAL,3° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,13"
6457,SAAVEDRA,URBANO,3° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,47"
6458,SAAVEDRA,RURAL,3° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,25"
6459,SAAVEDRA,RURAL,3° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,49"
6495,SAAVEDRA,RURAL,3° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,6"
6499,CARAHUE,URBANO,3° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,55"
6500,CARAHUE,URBANO,3° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,42"
6501,CARAHUE,URBANO,3° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,58"
6502,CARAHUE,URBANO,3° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,43"
6504,CARAHUE,RURAL,3° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,34"
6512,CARAHUE,RURAL,3° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,4"
6521,CARAHUE,RURAL,3° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,8"
6523,CARAHUE,RURAL,3° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,4"
6524,CARAHUE,RURAL,3° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,6"
6526,CARAHUE,RURAL,3° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,5"
6528,CARAHUE,RURAL,3° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,48"
6529,CARAHUE,RURAL,3° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,4"
6587,NUEVA IMPERIAL,URBANO,3° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,45"
6593,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,57"
6602,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,6"
6605,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,2"
6608,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,4"
6611,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,73"
6623,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,4"
6628,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,6"
6635,NUEVA IMPERIAL,RURAL,3° Básico,LENGUAJE,CONYREC_LENGUAJE,"0,8"
6349,TOLTÉN,URBANO,1° Básico,MATEMATICAS,NUMEROS,"0,74"
6350,TOLTÉN,URBANO,1° Básico,MATEMATICAS,NUMEROS,"0,77"
6351,TOLTÉN,RURAL,1° Básico,MATEMATICAS,NUMEROS,"0,87"
6352,TOLTÉN,URBANO,1° Básico,MATEMATICAS,NUMEROS,"0,8"
6353,TOLTÉN,RURAL,1° Básico,MATEMATICAS,NUMEROS,"0,67"
6354,TOLTÉN,RURAL,1° Básico,MATEMATICAS,NUMEROS,1
6358,TEODORO SCHMIDT,RURAL,1° Básico,MATEMATICAS,NUMEROS,"0,67"
6361,TEODORO SCHMIDT,RURAL,1° Básico,MATEMATICAS,NUMEROS,"0,8"
6370,TOLTÉN,RURAL,1° Básico,MATEMATICAS,NUMEROS,"0,8"
6371,TOLTÉN,RURAL,1° Básico,MATEMATICAS,NUMEROS,"0,62"
6373,TEODORO SCHMIDT,RURAL,1° Básico,MATEMATICAS,NUMEROS,"0,43"
6397,TEODORO SCHMIDT,URBANO,1° Básico,MATEMATICAS,NUMEROS,"0,78"
6398,TEODORO SCHMIDT,URBANO,1° Básico,MATEMATICAS,NUMEROS,"0,48"
6399,TEODORO SCHMIDT,URBANO,1° Básico,MATEMATICAS,NUMEROS,"0,77"
6400,TEODORO SCHMIDT,RURAL,1° Básico,MATEMATICAS,NUMEROS,"0,47"
6407,TEODORO SCHMIDT,RURAL,1° Básico,MATEMATICAS,NUMEROS,"0,6"
6411,TEODORO SCHMIDT,RURAL,1° Básico,MATEMATICAS,NUMEROS,"0,73"
6413,TEODORO SCHMIDT,RURAL,1° Básico,MATEMATICAS,NUMEROS,"0,73"
6415,TEODORO SCHMIDT,RURAL,1° Básico,MATEMATICAS,NUMEROS,"0,8"
6454,SAAVEDRA,RURAL,1° Básico,MATEMATICAS,NUMEROS,"0,77"
6455,SAAVEDRA,RURAL,1° Básico,MATEMATICAS,NUMEROS,"0,64"
6456,SAAVEDRA,RURAL,1° Básico,MATEMATICAS,NUMEROS,"0,47"
6457,SAAVEDRA,URBANO,1° Básico,MATEMATICAS,NUMEROS,"0,67"
6458,SAAVEDRA,RURAL,1° Básico,MATEMATICAS,NUMEROS,"0,24"
6459,SAAVEDRA,RURAL,1° Básico,MATEMATICAS,NUMEROS,"0,82"
6495,SAAVEDRA,RURAL,1° Básico,MATEMATICAS,NUMEROS,"0,75"
6499,CARAHUE,URBANO,1° Básico,MATEMATICAS,NUMEROS,"0,87"
6500,CARAHUE,URBANO,1° Básico,MATEMATICAS,NUMEROS,"0,89"
6501,CARAHUE,URBANO,1° Básico,MATEMATICAS,NUMEROS,"0,85"
6502,CARAHUE,URBANO,1° Básico,MATEMATICAS,NUMEROS,"0,84"
6504,CARAHUE,RURAL,1° Básico,MATEMATICAS,NUMEROS,"0,73"
6508,CARAHUE,RURAL,1° Básico,MATEMATICAS,NUMEROS,"0,6"
6510,CARAHUE,RURAL,1° Básico,MATEMATICAS,NUMEROS,"0,87"
6512,CARAHUE,RURAL,1° Básico,MATEMATICAS,NUMEROS,"0,47"
6522,CARAHUE,RURAL,1° Básico,MATEMATICAS,NUMEROS,"0,53"
6529,CARAHUE,RURAL,1° Básico,MATEMATICAS,NUMEROS,"0,9"
6539,CARAHUE,RURAL,1° Básico,MATEMATICAS,NUMEROS,"0,79"
6587,NUEVA IMPERIAL,URBANO,1° Básico,MATEMATICAS,NUMEROS,"0,78"
6593,NUEVA IMPERIAL,RURAL,1° Básico,MATEMATICAS,NUMEROS,"0,79"
6600,NUEVA IMPERIAL,RURAL,1° Básico,MATEMATICAS,NUMEROS,"0,87"
6602,NUEVA IMPERIAL,RURAL,1° Básico,MATEMATICAS,NUMEROS,"0,77"
6605,NUEVA IMPERIAL,RURAL,1° Básico,MATEMATICAS,NUMEROS,"0,56"
6608,NUEVA IMPERIAL,RURAL,1° Básico,MATEMATICAS,NUMEROS,"0,73"
6611,NUEVA IMPERIAL,RURAL,1° Básico,MATEMATICAS,NUMEROS,"0,73"
6623,NUEVA IMPERIAL,RURAL,1° Básico,MATEMATICAS,NUMEROS,"0,84"
6628,NUEVA IMPERIAL,RURAL,1° Básico,MATEMATICAS,NUMEROS,"0,79"
6639,NUEVA IMPERIAL,RURAL,1° Básico,MATEMATICAS,NUMEROS,"0,68"
6349,TOLTÉN,URBANO,2° Básico,MATEMATICAS,NUMEROS,"0,82"
6350,TOLTÉN,URBANO,2° Básico,MATEMATICAS,NUMEROS,"0,85"
6351,TOLTÉN,RURAL,2° Básico,MATEMATICAS,NUMEROS,"0,79"
6352,TOLTÉN,URBANO,2° Básico,MATEMATICAS,NUMEROS,"0,66"
6353,TOLTÉN,RURAL,2° Básico,MATEMATICAS,NUMEROS,"0,75"
6358,TEODORO SCHMIDT,RURAL,2° Básico,MATEMATICAS,NUMEROS,"0,94"
6371,TOLTÉN,RURAL,2° Básico,MATEMATICAS,NUMEROS,"0,67"
6373,TEODORO SCHMIDT,RURAL,2° Básico,MATEMATICAS,NUMEROS,"0,62"
6374,TOLTÉN,RURAL,2° Básico,MATEMATICAS,NUMEROS,"0,81"
6397,TEODORO SCHMIDT,URBANO,2° Básico,MATEMATICAS,NUMEROS,"0,58"
6398,TEODORO SCHMIDT,URBANO,2° Básico,MATEMATICAS,NUMEROS,"0,44"
6399,TEODORO SCHMIDT,URBANO,2° Básico,MATEMATICAS,NUMEROS,"0,77"
6400,TEODORO SCHMIDT,RURAL,2° Básico,MATEMATICAS,NUMEROS,"0,59"
6407,TEODORO SCHMIDT,RURAL,2° Básico,MATEMATICAS,NUMEROS,"0,44"
6411,TEODORO SCHMIDT,RURAL,2° Básico,MATEMATICAS,NUMEROS,"0,79"
6413,TEODORO SCHMIDT,RURAL,2° Básico,MATEMATICAS,NUMEROS,"0,88"
6454,SAAVEDRA,RURAL,2° Básico,MATEMATICAS,NUMEROS,"0,85"
6455,SAAVEDRA,RURAL,2° Básico,MATEMATICAS,NUMEROS,"0,71"
6456,SAAVEDRA,RURAL,2° Básico,MATEMATICAS,NUMEROS,"0,81"
6457,SAAVEDRA,URBANO,2° Básico,MATEMATICAS,NUMEROS,"0,62"
6458,SAAVEDRA,RURAL,2° Básico,MATEMATICAS,NUMEROS,"0,7"
6459,SAAVEDRA,RURAL,2° Básico,MATEMATICAS,NUMEROS,"0,86"
6495,SAAVEDRA,RURAL,2° Básico,MATEMATICAS,NUMEROS,"0,73"
6499,CARAHUE,URBANO,2° Básico,MATEMATICAS,NUMEROS,"0,84"
6500,CARAHUE,URBANO,2° Básico,MATEMATICAS,NUMEROS,"0,82"
6501,CARAHUE,URBANO,2° Básico,MATEMATICAS,NUMEROS,"0,84"
6502,CARAHUE,URBANO,2° Básico,MATEMATICAS,NUMEROS,"0,81"
6504,CARAHUE,RURAL,2° Básico,MATEMATICAS,NUMEROS,"0,81"
6506,CARAHUE,RURAL,2° Básico,MATEMATICAS,NUMEROS,1
6522,CARAHUE,RURAL,2° Básico,MATEMATICAS,NUMEROS,"0,75"
6523,CARAHUE,RURAL,2° Básico,MATEMATICAS,NUMEROS,"0,94"
6524,CARAHUE,RURAL,2° Básico,MATEMATICAS,NUMEROS,"0,94"
6528,CARAHUE,RURAL,2° Básico,MATEMATICAS,NUMEROS,"0,86"
6539,CARAHUE,RURAL,2° Básico,MATEMATICAS,NUMEROS,"0,86"
6587,NUEVA IMPERIAL,URBANO,2° Básico,MATEMATICAS,NUMEROS,"0,85"
6593,NUEVA IMPERIAL,RURAL,2° Básico,MATEMATICAS,NUMEROS,"0,85"
6600,NUEVA IMPERIAL,RURAL,2° Básico,MATEMATICAS,NUMEROS,"0,67"
6605,NUEVA IMPERIAL,RURAL,2° Básico,MATEMATICAS,NUMEROS,"0,81"
6608,NUEVA IMPERIAL,RURAL,2° Básico,MATEMATICAS,NUMEROS,"0,52"
6611,NUEVA IMPERIAL,RURAL,2° Básico,MATEMATICAS,NUMEROS,"0,81"
6623,NUEVA IMPERIAL,RURAL,2° Básico,MATEMATICAS,NUMEROS,"0,78"
6628,NUEVA IMPERIAL,RURAL,2° Básico,MATEMATICAS,NUMEROS,"0,81"
6635,NUEVA IMPERIAL,RURAL,2° Básico,MATEMATICAS,NUMEROS,"0,88"
6639,NUEVA IMPERIAL,RURAL,2° Básico,MATEMATICAS,NUMEROS,"0,88"
6349,TOLTÉN,URBANO,3° Básico,MATEMATICAS,NUMEROS,"0,8"
6350,TOLTÉN,URBANO,3° Básico,MATEMATICAS,NUMEROS,"0,7"
6351,TOLTÉN,RURAL,3° Básico,MATEMATICAS,NUMEROS,"0,71"
6352,TOLTÉN,URBANO,3° Básico,MATEMATICAS,NUMEROS,"0,87"
6353,TOLTÉN,RURAL,3° Básico,MATEMATICAS,NUMEROS,"0,95"
6354,TOLTÉN,RURAL,3° Básico,MATEMATICAS,NUMEROS,"0,89"
6358,TEODORO SCHMIDT,RURAL,3° Básico,MATEMATICAS,NUMEROS,"0,55"
6371,TOLTÉN,RURAL,3° Básico,MATEMATICAS,NUMEROS,"0,34"
6373,TEODORO SCHMIDT,RURAL,3° Básico,MATEMATICAS,NUMEROS,"0,74"
6397,TEODORO SCHMIDT,URBANO,3° Básico,MATEMATICAS,NUMEROS,"0,75"
6398,TEODORO SCHMIDT,URBANO,3° Básico,MATEMATICAS,NUMEROS,"0,42"
6399,TEODORO SCHMIDT,URBANO,3° Básico,MATEMATICAS,NUMEROS,"0,8"
6400,TEODORO SCHMIDT,RURAL,3° Básico,MATEMATICAS,NUMEROS,"0,26"
6407,TEODORO SCHMIDT,RURAL,3° Básico,MATEMATICAS,NUMEROS,"0,26"
6410,TEODORO SCHMIDT,RURAL,3° Básico,MATEMATICAS,NUMEROS,"0,61"
6411,TEODORO SCHMIDT,RURAL,3° Básico,MATEMATICAS,NUMEROS,"0,89"
6413,TEODORO SCHMIDT,RURAL,3° Básico,MATEMATICAS,NUMEROS,"0,32"
6415,TEODORO SCHMIDT,RURAL,3° Básico,MATEMATICAS,NUMEROS,"0,97"
6454,SAAVEDRA,RURAL,3° Básico,MATEMATICAS,NUMEROS,"0,79"
6455,SAAVEDRA,RURAL,3° Básico,MATEMATICAS,NUMEROS,"0,59"
6456,SAAVEDRA,RURAL,3° Básico,MATEMATICAS,NUMEROS,"0,63"
6457,SAAVEDRA,URBANO,3° Básico,MATEMATICAS,NUMEROS,"0,67"
6458,SAAVEDRA,RURAL,3° Básico,MATEMATICAS,NUMEROS,"0,37"
6459,SAAVEDRA,RURAL,3° Básico,MATEMATICAS,NUMEROS,"0,74"
6495,SAAVEDRA,RURAL,3° Básico,MATEMATICAS,NUMEROS,"0,84"
6499,CARAHUE,URBANO,3° Básico,MATEMATICAS,NUMEROS,"0,65"
6500,CARAHUE,URBANO,3° Básico,MATEMATICAS,NUMEROS,"0,67"
6501,CARAHUE,URBANO,3° Básico,MATEMATICAS,NUMEROS,"0,79"
6502,CARAHUE,URBANO,3° Básico,MATEMATICAS,NUMEROS,"0,71"
6504,CARAHUE,RURAL,3° Básico,MATEMATICAS,NUMEROS,"0,52"
6512,CARAHUE,RURAL,3° Básico,MATEMATICAS,NUMEROS,"0,32"
6521,CARAHUE,RURAL,3° Básico,MATEMATICAS,NUMEROS,"0,74"
6523,CARAHUE,RURAL,3° Básico,MATEMATICAS,NUMEROS,"0,89"
6524,CARAHUE,RURAL,3° Básico,MATEMATICAS,NUMEROS,"0,53"
6526,CARAHUE,RURAL,3° Básico,MATEMATICAS,NUMEROS,"0,89"
6528,CARAHUE,RURAL,3° Básico,MATEMATICAS,NUMEROS,"0,71"
6529,CARAHUE,RURAL,3° Básico,MATEMATICAS,NUMEROS,"0,68"
6587,NUEVA IMPERIAL,URBANO,3° Básico,MATEMATICAS,NUMEROS,"0,67"
6593,NUEVA IMPERIAL,RURAL,3° Básico,MATEMATICAS,NUMEROS,"0,75"
6602,NUEVA IMPERIAL,RURAL,3° Básico,MATEMATICAS,NUMEROS,"0,53"
6605,NUEVA IMPERIAL,RURAL,3° Básico,MATEMATICAS,NUMEROS,"0,21"
6608,NUEVA IMPERIAL,RURAL,3° Básico,MATEMATICAS,NUMEROS,"0,7"
6611,NUEVA IMPERIAL,RURAL,3° Básico,MATEMATICAS,NUMEROS,"0,93"
6623,NUEVA IMPERIAL,RURAL,3° Básico,MATEMATICAS,NUMEROS,"0,74"
6628,NUEVA IMPERIAL,RURAL,3° Básico,MATEMATICAS,NUMEROS,"0,63"
6635,NUEVA IMPERIAL,RURAL,3° Básico,MATEMATICAS,NUMEROS,"0,89"
6349,TOLTÉN,URBANO,1° Básico,MATEMATICAS,GEOMETRIA,"0,77"
6350,TOLTÉN,URBANO,1° Básico,MATEMATICAS,GEOMETRIA,"0,73"
6351,TOLTÉN,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,9"
6352,TOLTÉN,URBANO,1° Básico,MATEMATICAS,GEOMETRIA,"0,82"
6353,TOLTÉN,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,8"
6354,TOLTÉN,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,8"
6358,TEODORO SCHMIDT,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,8"
6361,TEODORO SCHMIDT,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,8"
6370,TOLTÉN,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,6"
6371,TOLTÉN,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,67"
6373,TEODORO SCHMIDT,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,1"
6397,TEODORO SCHMIDT,URBANO,1° Básico,MATEMATICAS,GEOMETRIA,"0,78"
6398,TEODORO SCHMIDT,URBANO,1° Básico,MATEMATICAS,GEOMETRIA,"0,61"
6399,TEODORO SCHMIDT,URBANO,1° Básico,MATEMATICAS,GEOMETRIA,"0,8"
6400,TEODORO SCHMIDT,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,8"
6407,TEODORO SCHMIDT,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,8"
6411,TEODORO SCHMIDT,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,6"
6413,TEODORO SCHMIDT,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,8"
6415,TEODORO SCHMIDT,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,7"
6454,SAAVEDRA,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,9"
6455,SAAVEDRA,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,67"
6456,SAAVEDRA,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,6"
6457,SAAVEDRA,URBANO,1° Básico,MATEMATICAS,GEOMETRIA,"0,7"
6458,SAAVEDRA,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,53"
6459,SAAVEDRA,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,87"
6495,SAAVEDRA,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,96"
6499,CARAHUE,URBANO,1° Básico,MATEMATICAS,GEOMETRIA,"0,79"
6500,CARAHUE,URBANO,1° Básico,MATEMATICAS,GEOMETRIA,"0,8"
6501,CARAHUE,URBANO,1° Básico,MATEMATICAS,GEOMETRIA,"0,78"
6502,CARAHUE,URBANO,1° Básico,MATEMATICAS,GEOMETRIA,"0,64"
6504,CARAHUE,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,67"
6508,CARAHUE,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,8"
6510,CARAHUE,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,6"
6512,CARAHUE,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,8"
6522,CARAHUE,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,1
6529,CARAHUE,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,1
6539,CARAHUE,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,83"
6587,NUEVA IMPERIAL,URBANO,1° Básico,MATEMATICAS,GEOMETRIA,"0,79"
6593,NUEVA IMPERIAL,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,77"
6600,NUEVA IMPERIAL,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,8"
6602,NUEVA IMPERIAL,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,84"
6605,NUEVA IMPERIAL,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,73"
6608,NUEVA IMPERIAL,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,67"
6611,NUEVA IMPERIAL,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,8"
6623,NUEVA IMPERIAL,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,67"
6628,NUEVA IMPERIAL,RURAL,1° Básico,MATEMATICAS,GEOMETRIA,"0,8"
